SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   25       16100.000       0.000            -nan        -nan              25            -nan
   55        -370.505    -104.544            -nan        -nan              55            -nan
  160        -480.962    -508.205            -nan        -nan             160            -nan
   84        -461.365     337.818            -nan        -nan              84            -nan
  216        -484.658     161.132            -nan        -nan             216            -nan
  186        1261.746     504.064            -nan        -nan             186            -nan
   88         165.919   -1277.090            -nan        -nan              88            -nan
   39        -311.009     545.681            -nan        -nan              39            -nan
   99        -472.256     -61.345           0.000      -0.000              99            -nan
   73         105.054     289.435            -nan        -nan              73               0
  137         300.304    -404.171            -nan        -nan             137            -nan
  132          63.337    -704.420          -6.922     -14.914             132            -nan
   82        -360.121     288.774           9.349      29.639              82               0
  150         659.455     442.757         -83.149       0.000             150               0
   76       -1144.247    -259.094           0.000      -0.000              76              -0
  107        -512.641     487.693            -nan        -nan             107              -0
  168        -155.309     -20.997           0.000      -0.000             168            -nan
  163        -537.136     326.132     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             163              -0
   64        -637.769     800.099            -nan       0.000              64            -268331316295154018060246323279756559732078388564811250201961211480218857217610167700904597614200744764571241221729053702700310180575871500575911471448917713502004042805294323716305300846092734458173493558139092587857268324406899219549372359521633713520640
    8        -358.131    -940.079           1.064      -0.442               8            -nan
  209       -1174.072    -419.357     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             209               0
  186         693.491     903.193           0.000      -0.000             186            -30968722977050991968955868064225534436558439723226518284917292387208129705493047738946098753472801482158125821280264616693115526434946022227040727938592079838563262717486795923721382276482238538869965951020029127500807419125570056564954481975378298039341842351721021440
  126         -21.137    1115.658           0.000       0.000             126               0
  210        -449.148     119.379           0.000      -0.000             210              -0
  188        -404.973     868.056           0.000       0.000             188               0
  136        -458.876     128.909           0.000      -0.000             136              -0
  203        -147.272   -2003.161           0.000      -0.000             203               0
  226         413.113     483.155         -31.239      24.380             226              -0
  174        -486.865      33.834           0.000       0.000             174              -0
  202          44.381     414.783         -83.684      -3.957             202              -0
  174          58.324    -205.281            -nan        -nan             174               0
  199        -258.543    -100.241            -nan        -nan             199            -nan
    2        -215.983    -648.011           0.000      -0.000               2            -nan
   78         172.342    -611.382           0.000      -0.000              78              -0
   28         184.020   -1217.628          -0.000      -0.000              28              -0
  219         -60.130      61.675           0.000      -0.000             219              -0
    9        -108.035     191.376           0.000      -0.000               9              -0
  116         591.329    1024.104          -0.000      -0.000             116              -0
    2        -594.529     -82.860           0.000      -0.000               2              -0
  108         362.343    -683.204           0.000      -0.000             108              -0
  190        -228.135    -325.760          -0.000      -0.000             190              -0
  139        -141.932     280.646          -0.000      -0.000             139              -0
  241       -1047.543     149.288           0.000      -0.000             241              -0
   16         291.836     251.867          -0.000      -0.000              16              -0
   34        -528.852     134.908          -0.000      -0.000              34              -0
   61         -83.061      92.844          -0.000      -0.000              61              -0
  123         -81.824    -659.275           0.000      -0.000             123              -0
  202          96.649     -18.711          -0.000      -0.000             202              -0
  225         741.279     977.035          -0.000      -0.000             225              -0
  188         206.042     -27.121           0.000      -0.000             188              -0
  211         531.036     898.745           0.000      -0.000             211              -0
  178        -175.523     429.246          -0.000      -0.000             178              -0
  118        -196.368     639.006           0.000       0.000             118              -0
   82       -1291.537    -792.208           0.000       0.000              82              -0
  132        -409.728     948.111           0.000       0.000             132               0
   51        -199.976   -1082.401           0.000       0.000              51               0
  218          17.376    -307.167           0.000       0.000             218               0
   80          96.451     518.678          -0.000       0.000              80               0
   22         331.420     436.310          -0.000       0.000              22              -0
  137         539.500    -892.720          -0.000       0.000             137              -0
   27        -269.065     -37.357     -4019498648994490801874365320022458368.000      -0.000              27              -0
  196         580.985     555.657           0.000       0.000             196            -14973799321779946989843120128
   81         657.953     443.067          -0.000       0.000              81               0
   29        -316.535    -300.796          -0.000      -0.000              29              -0
   19          40.000      -0.002           0.000       0.000              19               0
  109        -316.541     300.746           0.000       0.000             109               0
  248         658.008    -443.038           0.000       0.000             248               0
   28         581.012    -555.601           0.000       0.000              28               0
  226        -269.080      37.361           0.000       0.000             226               0
  251         539.420     892.751           0.000       0.000             251               0
  137         331.429    -436.315           0.000       0.000             137               0
  160          96.460    -518.660           0.000       0.000             160               0
  135          17.313     307.191           0.000       0.000             135               0
  123        -200.106    1082.351           0.000       0.000             123               0
  177        -409.687    -948.176           0.000       0.000             177               0
  169       -1291.599     792.075           0.000       0.000             169               0
  184        -196.274    -639.070           0.000       0.000             184               0
   45        -175.446    -429.284           0.000       0.000              45               0
  116         531.139    -898.698           0.000       0.000             116               0
  153         206.050      27.146           0.000       0.000             153               0
  233         741.350    -976.953           0.000       0.000             233               0
   71          96.615      18.768           0.000       0.000              71               0
   76         -81.906     659.282           0.000       0.000              76               0
   96         -83.079     -92.861           0.000       0.000              96               0
  153        -528.851    -134.955           0.000       0.000             153               0
  208         291.839    -251.837           0.000       0.000             208               0
  147       -1047.538    -149.363           0.000       0.000             147               0
  116        -141.885    -280.630           0.000       0.000             116               0
   33        -228.140     325.772           0.000       0.000              33               0
  169         362.293     683.231           0.000       0.000             169               0
  253        -594.522      82.776           0.000       0.000             253               0
   60         591.430   -1024.054           0.000       0.000              60               0
  110        -108.024    -191.341           0.000       0.000             110               0
   78         -60.119     -61.621           0.000       0.000              78               0
   89         183.921    1217.676           0.000       0.000              89               0
  129         172.279     611.387           0.000       0.000             129               0
