SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  241        8021.000       0.000            -nan        -nan             241            -nan
   76        -181.814      -3.366            -nan        -nan              76            -nan
  152         486.137    -271.406            -nan        -nan             152            -nan
  180          64.388      18.437            -nan        -nan             180            -nan
  225          44.890     -87.102            -nan        -nan             225            -nan
   89         855.386     301.892     -1525642156829403504138346493725758293283527807665319467117719772397946643813094020964578234345198844493189313476984417604344495548633700120770299737650334112032609793377881312138047032271164095473542416865183997639679016346923509528009631642711954642408388581490716556400438634212259990077440.000 -845735553058090561678195253431814875490892657345015688967643379064512724928822384955665987104586258647259946521659183599428785326469182141006561069902911225451549954005627442259918587246769632749741530482985631728776472072948168212705033917590910462773771422082593922752600705793633434992640.000              89            -nan
    5         184.350    -788.085            -nan        -nan               5            9475068819059757017177828678662061389308253337490007341907057475983088600294759423052517658492282359977919953699558871299620941198577675701392640138177301195835055073366364799023062159953271294172537542529193762902067455647513693582570857507265308671091406924341575680
   63         367.254     -60.745            -nan        -nan              63            -nan
  112         566.634    -376.345           0.000      -0.000             112            -nan
   90        -673.608     511.058        -665.193      -0.000              90               0
  225        -221.870     144.377            -nan        -nan             225              -1
  228        -308.432     337.088           0.000      -0.000             228            -nan
   56         265.613     152.311          -0.000      34.442              56              -0
   85         134.157     852.737         -83.149       0.000              85              -0
  249         597.246     -80.623           0.000      -0.000             249              -0
   49         -18.458     599.081            -nan        -nan              49               0
   80        -894.001     164.985           0.000      -0.000              80            -13466743979351075415130112
  105         469.839     129.246     -16931392813252334956768023400090441903832763823831326250923304604754014003490704447274136301255400552739427633649898827467545842218814661538681643619963121635882689040547285126425023661556668084625183358102796985739262404904483923142853525504.000 -173187768928371465943507419088551999902465059431914990416794362054649887258533657901914263305371471901893465531810876474173185846627856869703407628226368173491133064771866559899985125561920967981874521297964316159228752317623398083586420637696.000             105              -0
  117         393.620    -191.846            -nan       0.000             117            -498905664247893158393193295812470921078877147997299229016949391541067014732724746478828491211911688508566666694895403998735267536289467034577211028984677893322618948945089065699641611762782938171912834812202734088859340483219368706048
  106         584.566    -432.660           0.000       0.008             106            -nan
   77         434.858    -120.625     99207259091280090962900892639862582743277692093591415308075299881349108805032214098826777180633274303545487954997700128308764694029004693837542580702297987182419657879814484164323187952047770557696984371938330823389159639732147191808.000 239507787109948019346808363541723715344435771321447377768089844809378231071668653118521267527785342084982449211328877988762860099420834732356813767889900794894167497583656409602498110215382740879222882043270003564398386488855387701248.000              77              -0
   14        -827.281     155.472           0.000       0.000              14            1909459573939485419118868540805420752171794454702138873086171152054050219942322885504361969880393418822199182525863806541299528294079670541321936576244552710330676538077981474618101092238919738228224817091359863347705482914721431552
  119          29.634     274.267           0.000      -0.000             119               0
  210         232.183      60.708           0.000      -0.000             210              -0
   99         579.366    -230.343           0.000      -0.000              99              -0
  244        -169.761     392.422          -0.000       0.000             244               0
  137         263.586     -20.709           0.000       0.000             137              -0
  218           6.783       4.142          -0.000       0.000             218               0
   38         918.616     595.972           0.000      -0.000              38              -0
  123        -402.216     285.592          -7.846       0.000             123              -0
   50        -604.705     150.836           0.000       0.000              50              -0
   24         522.962    -140.962            -nan        -nan              24               0
  200           3.000      -0.009           0.000       0.000             200               0
  203         522.949     140.962           0.000       0.000             203               0
  204        -604.705    -150.885           0.000       0.000             204               0
  169        -402.185    -285.631           0.000       0.000             169               0
   37         918.651    -595.944           0.000       0.000              37               0
  209           6.782      -4.147           0.000       0.000             209               0
  232         263.585      20.707           0.000       0.000             232               0
  149        -169.739    -392.437           0.000       0.000             149               0
   44         579.361     230.359           0.000       0.000              44               0
  202         232.179     -60.713           0.000       0.000             202               0
  121          29.636    -274.276           0.000       0.000             121               0
  101        -827.264    -155.510           0.000       0.000             101               0
   32         434.875     120.640           0.000       0.000              32               0
  115         584.555     432.673           0.000       0.000             115               0
  150         393.611     191.840           0.000       0.000             150               0
  112         469.831    -129.250           0.000       0.000             112               0
  220        -893.996    -165.045           0.000       0.000             220               0
   12         -18.413    -599.096           0.000       0.000              12               0
  218         597.254      80.633           0.000       0.000             218               0
   42         134.195    -852.742           0.000       0.000              42               0
   27         265.619    -152.301           0.000       0.000              27               0
   81        -308.416    -337.103           0.000       0.000              81               0
  252        -221.854    -144.387           0.000       0.000             252               0
  126        -673.559    -511.079           0.000       0.000             126               0
   70         566.652     376.377           0.000       0.000              70               0
  134         367.274      60.763           0.000       0.000             134               0
   89         184.343     788.083           0.000       0.000              89               0
  109         855.419    -301.871           0.000       0.000             109               0
    1          44.903      87.097           0.000       0.000               1               0
  140          64.424     -18.440           0.000       0.000             140               0
  133         486.173     271.417           0.000       0.000             133               0
  201        -181.715       3.345           0.000       0.000             201               0
