SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  100       16513.000       0.000            -nan        -nan             100            -nan
  203        -125.190    -237.494            -nan        -nan             203            -nan
  107         -76.264   -1336.550            -nan        -nan             107            -nan
   48        1097.155    -165.022            -nan        -nan              48            -nan
  156         231.404    1720.097            -nan        -nan             156            -nan
  145         600.604     305.596            -nan        -nan             145            -nan
   32          79.614    1179.426            -nan        -nan              32            -nan
  124        -245.420    -701.656            -nan        -nan             124            -nan
  151        -415.544     139.065           0.000      -0.000             151            -nan
  144         446.835     660.694            -nan        -nan             144               0
  125         -36.150     456.671            -nan        -nan             125            -nan
  133       -1010.570    -489.647          -0.433      -1.563             133            -nan
  193         741.104     302.628           0.990      34.141             193               0
   50         517.674     921.090         -83.149       0.000              50               0
   61         -83.715   -1256.212           0.000      -0.000              61              -0
   93         313.796     -77.279            -nan        -nan              93              -0
  211         876.921    -329.550           0.000      -0.000             211            -430937425950522849399668736
  198          91.528    1426.396     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             198              -0
   97          49.898     810.728            -nan       0.000              97            -562731556631014839283081697358788028755247656735471042983543358578163936851625598414287478695816320284510107670631528430725360895815050069175773894172040680706154782377208601570297094279985070254427458362438514298810045981066577512076405342515513185577237217280
   85       -1254.436   -1269.155           0.266      -0.040              85            -nan
  204        -112.328      16.230     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             204               0
  231        -206.782     758.884           0.000      -0.000             231            -64946119328768441909679736622626707994697404982443939274250869564418303628134156051826288893042992573910877882349549501427200612494099920405482916677874257417602623534502869045024144283889279516268226834113556124796573280634027495265307421783628548489801823371596443554938880
  210        -650.263      21.507           0.000       0.000             210               0
  136         322.671     210.299           0.000      -0.000             136              -0
  152         609.426    -589.687           0.000       0.000             152               0
   66          94.074    -677.295           0.000      -0.000              66              -0
  168         -32.584    -571.780           0.000      -0.000             168               0
  206          35.594      56.603          -7.810       6.095             206               0
  181          73.371    -420.784           0.000      -0.000             181              -0
  206         341.184     770.994         -87.124      -0.989             206               0
  176        1004.661    -272.476            -nan        -nan             176               0
   25         615.610     996.019            -nan        -nan              25            -nan
  154         342.991    -172.003           0.000      -0.000             154            -nan
   27         762.088    -484.485           0.000      -0.000              27              -0
   73        -628.514     401.288           0.000      -0.000              73              -0
   55        -159.728    -339.976           0.000      -0.000              55              -0
  173         -90.221    -562.308           0.000      -0.000             173              -0
  106        -153.745    -206.434          -0.000      -0.000             106              -0
  179         666.065     301.607          -0.000      -0.000             179              -0
   69        -294.535     792.458          -0.000      -0.000              69              -0
  250        -369.532    -378.731          -0.000      -0.000             250              -0
   49        -967.703     460.112          -0.000      -0.000              49              -0
  202        -303.246     183.091           0.000      -0.000             202              -0
  188        -352.954     292.139          -0.000      -0.000             188              -0
   99        -538.593     431.737           0.000      -0.000              99              -0
    8        -754.519    -554.501          -0.000      -0.000               8              -0
   25        -774.310    -306.247           0.000      -0.000              25              -0
   55        -426.730    -231.153           0.000      -0.000              55              -0
  207         693.077      18.459          -0.000      -0.000             207              -0
  123        -500.377     -31.283           0.000       0.000             123              -0
  141        -881.164    -131.704           0.000      -0.000             141               0
  155         616.323     480.119           0.000       0.000             155              -0
   98        -279.419    -217.374          -0.000      -0.000              98               0
   95         462.549     514.459           0.000       0.000              95              -0
   35          44.608    -243.951           0.000       0.000              35              -0
  251          -7.957     239.975           0.000       0.000             251               0
  161         -40.363     -37.970           0.000       0.000             161               0
  204        -135.247     155.636          -0.000       0.000             204               0
  202          93.616     -48.028          -0.000       0.000             202              -0
   87        -793.229     -44.274          -0.000       0.000              87              -0
  154         -81.354     619.043     -4019498648994490801874365320022458368.000      -0.000             154              -0
  122         -68.031    -454.625           0.000       0.000             122            -31402333195269459389643479062675456
  112       -1000.321      68.083          -0.000      -0.000             112               0
   53        -460.750     378.252          -0.000      -0.000              53              -0
  150        1261.000       0.036           0.000       0.000             150               0
  186        -460.766    -378.310           0.000       0.000             186               0
  108       -1000.316     -68.168           0.000       0.000             108               0
   68         -68.049     454.595           0.000       0.000              68               0
   36         -81.303    -619.072           0.000       0.000              36               0
   32        -793.216      44.206           0.000       0.000              32               0
  137          93.641      48.022           0.000       0.000             137               0
   31        -135.217    -155.660           0.000       0.000              31               0
   82         -40.348      37.954           0.000       0.000              82               0
   83          -7.920    -239.984           0.000       0.000              83               0
  220          44.605     243.940           0.000       0.000             220               0
  182         462.589    -514.431           0.000       0.000             182               0
   92        -279.442     217.345           0.000       0.000              92               0
  245         616.340    -480.071           0.000       0.000             245               0
  238        -881.201     131.638           0.000       0.000             238               0
   43        -500.357      31.239           0.000       0.000              43               0
  113         693.074     -18.399           0.000       0.000             113               0
  123        -426.786     231.118           0.000       0.000             123               0
  198        -774.349     306.173           0.000       0.000             198               0
  211        -754.553     554.400           0.000       0.000             211               0
  218        -538.530    -431.824           0.000       0.000             218               0
  234        -352.902    -292.187           0.000       0.000             234               0
  207        -303.212    -183.130           0.000       0.000             207               0
  124        -967.627    -460.192           0.000       0.000             124               0
  182        -369.500     378.688           0.000       0.000             182               0
  153        -294.396    -792.493           0.000       0.000             153               0
  211         666.140    -301.524           0.000       0.000             211               0
   81        -153.736     206.449           0.000       0.000              81               0
   20         -90.233     562.303           0.000       0.000              20               0
   68        -159.719     339.937           0.000       0.000              68               0
  134        -628.408    -401.353           0.000       0.000             134               0
  170         762.122     484.539           0.000       0.000             170               0
  254         343.027     171.990           0.000       0.000             254               0
  243         615.739    -995.980           0.000       0.000             243               0
  239        1004.652     272.564           0.000       0.000             239               0
   35         341.239    -770.953           0.000       0.000              35               0
   20          73.334     420.816           0.000       0.000              20               0
  120          35.605     -56.584           0.000       0.000             120               0
