SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  159       33641.000       0.000            -nan        -nan             159            -nan
  117         693.404    -588.303            -nan        -nan             117            -nan
  245         866.755     403.068            -nan        -nan             245            -nan
  254       -1056.393     335.871            -nan        -nan             254            -nan
   53         100.805    -835.339            -nan        -nan              53            -nan
   67        1172.462    -634.428            -nan        -nan              67            -nan
   26         674.862   -1025.150            -nan        -nan              26            -nan
  131        2019.334    1778.186            -nan        -nan             131            -nan
  205        -995.527     458.324           0.000      -0.000             205            -nan
  141         519.729     720.988            -nan        -nan             141               0
  241        -801.327      61.839            -nan        -nan             241            -nan
  238         877.214     581.747       -3504.080   -5921.938             238            -nan
   79        -714.593      -5.085        3687.512   -2396.983              79               0
   92        -212.522    -341.956         -83.149       0.000              92               0
   45         124.012   -1107.846            -nan        -nan              45               0
  190         -73.922    1494.652            -nan        -nan             190            -nan
  144       -1335.763    -880.141            -nan        -nan             144            -nan
  153         765.877    1201.288     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             153            -nan
  161        -112.442    1344.275            -nan        -nan             161            -204048960952638517746636278977240299533762560
  119         533.186     848.942          23.935     -11.955             119            -nan
   93         -65.638   -1041.423     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000              93               0
    8        1157.726    -977.838           0.000       0.000               8            -23549751228241110077003709241627934576406199825044613365760
  152         988.380     -94.080            -nan        -nan             152               0
  154       -1562.122     451.347     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             154            -nan
   87          -9.070    -579.145           0.000       0.000              87            -11413373959324798347572765823011688850986499062382889149055614489628520481211391913469616332191009480834232839324476604386985850662065985277657088
  248         405.906     167.862         -37.699      -0.000             248              -0
  254        -100.809    1368.304          -1.395     -11.978             254              -0
  134         576.725    -336.642        -705.683     555.781             134               0
  165         534.307     543.792           0.000       0.000             165              -0
  150         541.296    -501.630            -nan        -nan             150              -0
  144        -849.071   -2297.293            -nan        -nan             144            -nan
   69         325.579    -444.838            -nan        -nan              69            -nan
   12         210.616    -589.698           0.000      -0.000              12            -nan
  133        1745.785   -2033.241            -nan        -nan             133              -0
   68        -879.867   -1729.857           2.000      -0.000              68            -nan
   65         369.313   -1152.480           0.000      -0.000              65               0
  201         484.067    -879.369           0.000      -0.000             201              -0
   95        -366.575    1022.094            -nan        -nan              95              -0
  197        -458.443    -135.022           0.000      -0.000             197            -nan
  151         496.722    -491.237           0.000      -0.000             151              -0
  237       -1143.577     -45.628          -0.000      -0.000             237              -0
  182         793.238    -232.597          -0.000      -0.000             182              -0
  133       -1117.238     398.981         -75.398      -0.000             133              -0
   60       -1186.936     837.149          -0.000      -0.000              60              -0
   18        1360.688    -111.130          12.000      -0.000              18              -0
  179         211.451    -370.888            -nan        -nan             179               0
  250        -229.995    -771.451            -nan        -nan             250            -nan
  163       -1021.739     843.673            -nan        -nan             163            -nan
   76         515.355       5.543      -42048.959  -71063.257              76            -nan
  156        -484.343    -213.378            -nan        -nan             156             -14
   26         627.633     210.432         287.226    -143.457              26            -nan
  169         901.562     501.962     -118158318042486714866794570341083238885625039733774043410660906001601698500056378273480196423434830378846008468874563740032551597371564634986183745365275359475409712813006602535574648269932016729528897875024434692096.000      -0.000             169               0
  164        -471.354    -370.058       -8434.665    6582.475             164            -38613829425649256821530492726079928250677042495548260631983654180742309692582945155643498503832093833126446384225826812940321472316768113053710519180150342984273942398992192522155192133902960935381219978566959104
  179        -504.302    -474.333            -nan        -nan             179              -3
   68        -965.776    -440.353           0.000      -0.000              68            -nan
  251        1767.159    1537.863           0.000      -0.000             251               0
  171        -168.534    -441.862          -0.000      -0.000             171               0
   66        -240.214     739.141          -0.000      -0.000              66              -0
  130       -1174.599    -797.606          -0.000      -0.000             130              -0
   80        1688.510    1755.110           0.000      -0.000              80              -0
  217       -1226.063    1233.319     -4019498648994490801874365320022458368.000      -0.000             217               0
   19        -465.642    -261.440            -nan        -nan              19              -0
  150        1004.683     358.936            -nan        -nan             150            -nan
  229        -866.929    1240.762            -nan        -nan             229            -nan
  152        -690.065    1274.952            -nan        -nan             152            -nan
  218        -579.837       7.528          -0.000      -0.000             218            -nan
   39       -1214.129    1041.467          -0.000       0.000              39               0
   98        -622.995    1023.973          -0.000      -0.000              98               0
   58          65.369   -1046.389          -0.000       0.000              58               0
  236        1672.868     583.608           0.000       0.000             236               0
  249         204.787     490.285           0.000       0.000             249               0
   39         140.297   -1604.182           0.000       0.000              39               0
  162         377.374     436.644           0.000       0.000             162               0
  127         290.533     411.965           0.000       0.000             127               0
   99         546.817     524.917           0.000       0.000              99               0
  181       -2174.787    -523.772           0.000       0.000             181               0
   50        -610.313     -95.098           0.000       0.000              50               0
   93         214.031     726.875            -nan        -nan              93               0
   88        1328.270    -279.288            -nan        -nan              88            -nan
  127         944.728      47.870            -nan        -nan             127            -nan
  250         474.937     982.344            -nan        -nan             250            -nan
  114        -785.058    -284.184        -997.790       0.000             114            -nan
   40          88.116     954.244     -3658248730201259064005224053783820600113589740811784193869656326105534328063641445265206915940046456895601601963143610878618369449547596218596707580246121925183684911463017541551061664702242727538992604039397840888543532245689183831096144123050827955034021942993944162269898661729567218961481662635966464.000 354391157918378360034214688452612763692060429900663145521747984700563851807716291791824056838357044724350831006984040679430355094538306909283310669580328891445348336345399125065621499143848406084274432860234796027410627941322527807994261186985692249688539487063844067588428199914651534316234419944292352.000              40              -0
  159         -88.998      -8.169           0.000       0.000             159            -1195506120980803516359139856511425674571769646722911667660153956511538201654860588590502154363853759563136640179341683112339616579772517877673033787865161847299971939259332036441771855307661599233297527421222360984199972004266476768251081188631417626053267495336023527649633695066193280321517766311936
   37        -435.533     970.190           0.000      -0.000              37               0
  108        -161.707    -466.810         179.222   -1068.311             108               0
  155          98.783     139.682           0.000      -0.000             155               0
  209        -993.236     740.696          -0.000      -0.000             209               0
  175        -344.667    1069.085          -0.000      -0.000             175              -0
   29        -300.728    -291.661           0.000      -0.000              29              -0
   33         884.859     524.023          -0.000      -0.000              33               0
  137        -167.835     518.578           0.000      -0.000             137              -0
   49        -531.789    1419.390          -0.000      -0.000              49               0
  184         205.299    -213.428          -0.000      -0.000             184              -0
  111        -744.044   -1678.269          -0.000      -0.000             111              -0
  201        1901.050     474.721           0.000       0.000             201              -0
  147         189.269     950.314           0.000       0.000             147               0
  150       -1580.270     769.855           0.000       0.000             150               0
   44        -818.383    1319.354          -1.474      -1.352              44               0
  205         521.994    -266.372          -0.000       0.000             205              -0
  131        -264.565    -243.426           0.000       0.000             131               0
   37          37.094    -398.919           0.000       0.000              37               0
  245        1352.074     -36.301          -0.000      -0.000             245               0
   37         621.516    -975.906          -0.000      -0.000              37              -0
  164       -1425.249    -443.766          -0.000      -0.000             164              -0
   88       -1285.402     128.185           0.000      -0.000              88              -0
  219         185.335    -507.761           0.000      -0.000             219              -0
  215        -796.875   -1825.848          -0.580       1.023             215              -0
  182         737.207   -1353.176          10.532       5.630             182               0
   52       -1028.327   -1054.865           0.000      -0.000              52               0
   86        1473.760     -35.145            -nan        -nan              86              -0
  176         423.456   -1204.961            -nan        -nan             176            -nan
  166         657.427    -663.197            -nan        -nan             166            -nan
  127         -56.779    2013.637           0.000       0.000             127            -nan
   79         -91.566    -263.877            -nan        -nan              79               0
  204        1117.119     190.880           2.000      -0.014             204            -nan
  235        1298.305    -642.360          -0.000       0.000             235               0
  234        -672.404    -169.481          -0.000       0.000             234              -0
  157         295.420     709.433            -nan        -nan             157              -0
  155         594.796    -589.707           0.000       0.000             155            -nan
    8         748.940    1829.606           0.000       0.000               8               0
  191          34.606    -307.396           0.000       0.000             191               0
   37        -559.490    -387.181           0.000       0.000              37               0
   57         -98.174     593.008           0.000       0.000              57               0
  120       -1140.795    -776.343           0.000       0.589             120               0
  148         613.573     181.169         -11.986       0.000             148               0
    3        -723.518     746.935            -nan        -nan               3              -0
   11         -36.400   -1178.989            -nan        -nan              11            -nan
   43          43.000       0.033           0.000       0.000              43               0
   47         -36.623    1178.934           0.000       0.000              47               0
  217        -723.372    -747.135           0.000       0.000             217               0
  174         613.597    -181.052           0.000       0.000             174               0
   85       -1140.926     776.109           0.000       0.000              85               0
  206         -98.008    -593.078           0.000       0.000             206               0
  212        -559.469     387.056           0.000       0.000             212               0
  250          34.685     307.280           0.000       0.000             250               0
   39         749.336   -1829.501           0.000       0.000              39               0
  176         594.721     589.848           0.000       0.000             176               0
  209         295.530    -709.370           0.000       0.000             209               0
  222        -672.355     169.428           0.000       0.000             222               0
  228        1298.287     642.569           0.000       0.000             228               0
   39        1117.101    -190.729           0.000       0.000              39               0
  142         -91.675     263.799           0.000       0.000             142               0
  139         -56.434   -2013.581           0.000       0.000             139               0
  166         657.324     663.497           0.000       0.000             166               0
  222         423.240    1205.092           0.000       0.000             222               0
   88        1473.635      35.436           0.000       0.000              88               0
  146       -1028.617    1054.765           0.000       0.000             146               0
  201         736.904    1353.307           0.000       0.000             201               0
  246        -797.272    1825.600           0.000       0.000             246               0
   46         185.170     507.604           0.000       0.000              46               0
  210       -1285.442    -128.522           0.000       0.000             210               0
  181       -1425.210     443.453           0.000       0.000             181               0
   83         621.511     975.877           0.000       0.000              83               0
   12        1352.070      36.369           0.000       0.000              12               0
   45          36.947     398.778           0.000       0.000              45               0
  232        -264.638     243.206           0.000       0.000             232               0
   16         521.882     266.229           0.000       0.000              16               0
   57        -818.251   -1319.679           0.000       0.000              57               0
   20       -1580.069    -770.207           0.000       0.000              20               0
   64         189.601    -950.309           0.000       0.000              64               0
   18        1901.124    -474.345           0.000       0.000              18               0
  194        -744.403    1678.092           0.000       0.000             194               0
  149         205.244     213.236           0.000       0.000             149               0
  225        -531.560   -1419.629           0.000       0.000             225               0
  151        -167.698    -518.658           0.000       0.000             151               0
  143         884.931    -523.910           0.000       0.000             143               0
    8        -300.850     291.527           0.000       0.000               8               0
   71        -344.533   -1069.232           0.000       0.000              71               0
   96        -993.089    -740.863           0.000       0.000              96               0
  230          98.861    -139.651           0.000       0.000             230               0
   44        -161.768     466.718           0.000       0.000              44               0
  136        -435.330    -970.329           0.000       0.000             136               0
  117         -88.938       8.115           0.000       0.000             117               0
  183          88.312    -954.248           0.000       0.000             183               0
   47        -785.016     284.032           0.000       0.000              47               0
   84         475.239    -982.281           0.000       0.000              84               0
   15         944.806     -47.678           0.000       0.000              15               0
  193        1328.170     279.482           0.000       0.000             193               0
   29         214.012    -726.854           0.000       0.000              29               0
    5        -610.456      95.020           0.000       0.000               5               0
  239       -2174.812     523.360           0.000       0.000             239               0
  240         547.061    -524.892           0.000       0.000             240               0
  187         290.670    -411.927           0.000       0.000             187               0
   67         377.484    -436.526           0.000       0.000              67               0
  252         140.058    1604.162           0.000       0.000             252               0
  233         204.927    -490.390           0.000       0.000             233               0
   44        1672.918    -583.366           0.000       0.000              44               0
   12          65.029    1046.289           0.000       0.000              12               0
   34        -622.953   -1024.244           0.000       0.000              34               0
   64       -1213.992   -1041.725           0.000       0.000              64               0
   77        -579.807      -7.695           0.000       0.000              77               0
   53        -689.805   -1275.144           0.000       0.000              53               0
    3        -866.598   -1240.879           0.000       0.000               3               0
  226        1004.814    -358.706           0.000       0.000             226               0
   22        -465.700     261.333           0.000       0.000              22               0
  155       -1225.733   -1233.574           0.000       0.000             155               0
  113        1688.861   -1754.710           0.000       0.000             113               0
   30       -1174.742     797.518           0.000       0.000              30               0
  227        -239.987    -739.136           0.000       0.000             227               0
  210        -168.468     441.856           0.000       0.000             210               0
    4        1767.428   -1537.496           0.000       0.000               4               0
   15        -965.904     440.333           0.000       0.000              15               0
   91        -504.318     474.303           0.000       0.000              91               0
  122        -471.286     369.968           0.000       0.000             122               0
  198         901.749    -501.811           0.000       0.000             198               0
