SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  194        8163.000       0.000            -nan        -nan             194            -nan
  209         311.099    -895.922            -nan        -nan             209            -nan
   62         -91.095      46.749            -nan        -nan              62            -nan
   35        -488.013    -813.769            -nan        -nan              35            -nan
  193         302.646      69.161            -nan        -nan             193            -nan
   93        -157.555     615.877     -1525642156829403504138346493725758293283527807665319467117719772397946643813094020964578234345198844493189313476984417604344495548633700120770299737650334112032609793377881312138047032271164095473542416865183997639679016346923509528009631642711954642408388581490716556400438634212259990077440.000 -845735553058090561678195253431814875490892657345015688967643379064512724928822384955665987104586258647259946521659183599428785326469182141006561069902911225451549954005627442259918587246769632749741530482985631728776472072948168212705033917590910462773771422082593922752600705793633434992640.000              93            -nan
  139         684.063     887.274            -nan        -nan             139            1405799341673722115324930892221924752449343347557659020251128910352697497716098334628189904897769717557857734196604504134879122774046207532399327680600836491068333299042306581337623517217093924599889920
  210        -301.610     219.266            -nan        -nan             210            -nan
  242         174.333    -641.900           0.000      -0.000             242            -nan
  204         425.000    -197.940       -3741.711      -0.000             204               0
  230         151.384     -55.928            -nan        -nan             230              -1
  225         129.385     264.498           0.000      -0.000             225            -nan
  149        -284.939      51.605          -0.000      34.442             149               0
   34         593.711    -227.922         -83.149       0.000              34               0
  129         305.466    -619.435           0.000      -0.000             129              -0
  207        -175.923     684.150            -nan        -nan             207              -0
   41         201.005    -472.002           0.000      -0.000              41            -861874851110907231143460864
  144         399.847     -18.937     -304805734727798366826193022822415341026943276907994329948923256275959469065516242701512280091260797797834682666365991002639278008941273755121919362650310815758163718365964987381271124916027761188283578792033168458342263813308287416381162151395655216214808732357922230436408084531521213769851879297122304.000 30020637703483356472373567668265092865071485337773934964906857752189765317536072064214513009743067729246212007137092247937324748158607155909866862589361498669949649613612289600250002119220210696430993059163286733084659329113309649482656133376864104231380899380303563249334961787410275751983396750884864.000             144              -0
  126         558.178    -199.652            -nan      -0.000             126            15530082113558425283918211312007731794533289131150914197963838706188566844500263555316369330415193501091799672406265415296555562207111036183922220307599105535400917680380131599864606295552158823509493424093627970508520852051035875294959127291821931902685914361998667832012832768
  138         159.577    -695.771           0.000       0.047             138            -nan
  216        -462.911      25.279     19422912542026664593616973056692285126835750382653869751844005921981253626910727841309883972253091487928483307329725898902174531138497813639737717497886823266530665293541394632029933389243260271370359571080045603872184610614302608192330286015912351986416578743256007039212886949888.000 46891113057469274566084748840301124215727844284968754278737457556976437967879806835206871435996402683822059153713655299593873858318046253765234170651492023793070134336320097004959023094818096347342532578055840322857510751410073314416032908943720743612217753652729658087770165346304.000             216              -0
  151         375.981    -136.960           0.000       0.000             151            -3982327175669613863630662048025237081864187752134932194748990447998725149763308689410806718126928172820352550368831196606934702545276595968954418886250607220543191051845395763468914351981874927847840367062430278391763112490968100648929661586194057658368
  138        -191.387     321.761           0.000      -0.000             138               0
   85        -242.969     -32.142           0.000      -0.000              85              -0
  180        -886.322    -531.915           0.000      -0.000             180              -0
  228         -12.601     272.457          -0.000       0.000             228               0
    9        -205.679       2.758           0.000       0.000               9              -0
   87        -320.983    -658.220          -0.000       0.000              87               0
  212          -6.796      -9.167           0.000      -0.000             212              -0
  160        -164.511    -252.405         -44.135       0.000             160              -0
  154         701.070    -539.649           0.000       0.000             154              -0
  151         765.558     414.224            -nan        -nan             151               0
  113        -237.000      -0.007           0.000       0.000             113               0
  216         765.578    -414.185           0.000       0.000             216               0
  186         701.031     539.687           0.000       0.000             186               0
   51        -164.541     252.394           0.000       0.000              51               0
   54          -6.810       9.166           0.000       0.000              54               0
   70        -321.020     658.200           0.000       0.000              70               0
    5        -205.682      -2.782           0.000       0.000               5               0
   40         -12.597    -272.461           0.000       0.000              40               0
   18        -886.343     531.872           0.000       0.000              18               0
  235        -242.954      32.117           0.000       0.000             235               0
    9        -191.355    -321.775           0.000       0.000               9               0
  168         375.987     136.976           0.000       0.000             168               0
   13        -462.897     -25.296           0.000       0.000              13               0
  139         159.572     695.773           0.000       0.000             139               0
  119         558.186     199.659           0.000       0.000             119               0
   54         399.851      18.943           0.000       0.000              54               0
   27         200.986     471.993           0.000       0.000              27               0
  245        -175.886    -684.167           0.000       0.000             245               0
  193         305.455     619.445           0.000       0.000             193               0
  243         593.704     227.929           0.000       0.000             243               0
  140        -284.934     -51.635           0.000       0.000             140               0
   75         129.410    -264.503           0.000       0.000              75               0
   73         151.396      55.929           0.000       0.000              73               0
   65         425.001     197.950           0.000       0.000              65               0
   48         174.311     641.886           0.000       0.000              48               0
   82        -301.585    -219.312           0.000       0.000              82               0
  153         684.116    -887.262           0.000       0.000             153               0
    5        -157.516    -615.878           0.000       0.000               5               0
  242         302.667     -69.134           0.000       0.000             242               0
   51        -488.016     813.749           0.000       0.000              51               0
  156         -91.031     -46.760           0.000       0.000             156               0
  100         311.174     895.918           0.000       0.000             100               0
