SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  113       15670.000       0.000            -nan        -nan             113            -nan
  101        1570.734    -540.345            -nan        -nan             101            -nan
  148         250.007    -333.101            -nan        -nan             148            -nan
  165       -1009.571    -830.183            -nan        -nan             165            -nan
  221         257.348   -1240.842            -nan        -nan             221            -nan
  205        -717.255     654.963            -nan        -nan             205            -nan
  172         396.143    1050.587            -nan        -nan             172            -nan
   32         949.257    -305.065            -nan        -nan              32            -nan
  221        -314.069     337.717           0.000      -0.000             221            -nan
  162        -169.230      76.836            -nan        -nan             162               0
   44       -1205.588    -475.123            -nan        -nan              44            -nan
  201        -554.943    -321.216        -529.938    -913.600             201            -nan
  183          40.728   -1164.914         569.236    -333.274             183               0
  188        -647.998     -17.632         -83.149       0.000             188               0
  246         327.516    -441.135           0.000      -0.000             246              -0
  190          45.544    -329.662            -nan        -nan             190              -0
  164        -506.355     495.143           0.000      -0.000             164            -nan
  215        -152.910     -22.081     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             215              -0
  188        -268.708     787.382            -nan       0.000             188            -1273979096094767595864463440151177795544146965258589167764538346194901802986081581913674186420978115945573620629613647866873253544666489649918233351451892791601829763831800636196904889221120
  241        -611.397    -851.137           9.308      -4.592             241            -nan
  175         204.951    -325.745     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             175               0
  218         905.967     552.826           0.000      -0.000             218            -147032803514127885744740272159675223228398705322899074853997244320296436522839344902361157570906420054419364086944500521045132239984515078053848662071829022174006288289481872387044379238543914501165547520
   48        -542.892    -764.762           0.000       0.000              48               0
  110         512.926     203.556           0.000      -0.000             110              -0
  216        -351.057    -138.114           0.000       0.000             216               0
   87         251.185    1213.732           0.000      -0.000              87              -0
   30        -450.238     211.958           0.000      -0.000              30               0
   50         710.426    -158.806        -273.346     213.321              50              -0
  170         113.656       7.455           0.000       0.000             170              -0
   30         -79.132    -513.707         -48.135     -34.621              30              -0
  138         933.641     362.153            -nan        -nan             138               0
   27         355.615     202.094            -nan        -nan              27            -nan
  131        1242.978     427.025           0.000      -0.000             131            -nan
   30         -58.006     451.298           0.000      -0.000              30              -0
  193        -408.821     -35.166          -0.000      -0.000             193              -0
   97        -957.526    -154.308           0.000      -0.000              97              -0
  236          73.193     622.728           0.000      -0.000             236              -0
  109        -272.171    -677.583          -0.000      -0.000             109              -0
  129         125.732    -188.889           0.000      -0.000             129              -0
  202       -1129.247     249.304           0.000      -0.000             202              -0
   15        -401.939    -230.487          -0.000      -0.000              15              -0
  173        -826.025      82.817          -0.000      -0.000             173              -0
  148         641.614     905.706           0.000      -0.000             148              -0
  198         -56.973    -350.729          -0.000      -0.000             198              -0
  106         339.657     -12.913           0.000      -0.000             106              -0
  139         791.929     119.214           0.000      -0.000             139              -0
  133         492.661    1142.502           0.000      -0.000             133              -0
   14        -341.899      62.696          -0.000      -0.000              14              -0
   98        -377.650    -326.888          -0.000      -0.000              98              -0
   66        -389.469    -582.896          -0.000      -0.000              66              -0
    0         484.360    -789.384          -0.000      -0.000              -0              -0
   18        -466.709      75.139          -0.000      -0.000              18              -0
   28        -753.981     634.448          -0.000      -0.000              28              -0
   48        -992.809     -77.682           0.000      -0.000              48              -0
  128        -205.628   -1665.906          -0.000      -0.000             128              -0
  245         689.696     102.874           0.000      -0.000             245              -0
  136         995.040     557.396           0.000      -0.000             136              -0
  159        -756.804    -562.998          -0.000      -0.000             159              -0
   39        -578.325     264.769          -0.000      -0.000              39              -0
   50         439.709     277.867          -0.000      -0.000              50              -0
  189         948.422     309.020     -4019498648994490801874365320022458368.000      -0.000             189              -0
  177        -252.874   -1210.627          -0.000      -0.000             177              -0
   78         680.552     -29.406          -0.000      -0.000              78              -0
   64         179.994     529.818          -0.000      -0.000              64              -0
  208         508.000       0.012           0.000       0.000             208               0
   15         180.036    -529.797           0.000       0.000              15               0
  161         680.535      29.497           0.000       0.000             161               0
