SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  236       32328.000       0.000            -nan        -nan             236            -nan
   58        -617.801    -179.287            -nan        -nan              58            -nan
   57       -1442.849     428.231            -nan        -nan              57            -nan
  123        -151.458    1446.701            -nan        -nan             123            -nan
   86        -955.423      74.520            -nan        -nan              86            -nan
   45          92.171      77.874            -nan        -nan              45            -nan
  240        -236.227    1392.847            -nan        -nan             240            -nan
   90         864.705    -958.680            -nan        -nan              90            -nan
    0        -784.523     698.654           0.000      -0.000               0            -nan
  156        -628.475     201.083            -nan        -nan             156               0
   22        -142.125     195.001            -nan        -nan              22            -nan
   58         170.602     517.160       -3504.080   -5921.938              58            -nan
   23        -382.889   -1871.597        3687.512   -2396.983              23               0
  118        1691.643   -1724.050         -83.149       0.000             118               0
   34        1363.748    -979.577            -nan        -nan              34               0
  222        -351.765     473.789            -nan        -nan             222            -nan
  151         213.675     970.901            -nan        -nan             151            -nan
   22         560.824     362.243     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000              22            -nan
    9        -131.315     -92.328            -nan        -nan               9              -0
  145         135.817     256.333          23.935     -11.955             145            -nan
   21        1435.404   -1482.521     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000              21               0
  215        -229.911    1072.784           0.000       0.000             215            -4125028778921
  173       -1307.561    -757.647            -nan        -nan             173               0
