SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   66       33512.000       0.000            -nan        -nan              66            -nan
  154         278.315    -461.347            -nan        -nan             154            -nan
  123         554.216     119.182            -nan        -nan             123            -nan
  123       -1282.382   -2311.957            -nan        -nan             123            -nan
   32        1058.506   -1147.852            -nan        -nan              32            -nan
  207       -1354.240     375.602            -nan        -nan             207            -nan
  212        -933.412    -420.658            -nan        -nan             212            -nan
   64        -343.698    -600.569            -nan        -nan              64            -nan
  248        -840.382     528.154           0.000      -0.000             248            -nan
  183        -348.382     934.834            -nan        -nan             183               0
  121         357.139   -2901.088            -nan        -nan             121            -nan
  176        -306.858     815.193       -3504.080   -5921.938             176            -nan
  134        -600.813    1088.802        3687.512   -2396.983             134               0
  123       -1028.140   -1350.402         -83.149       0.000             123               0
  222        1388.068     183.018            -nan        -nan             222               0
  109        -286.673    -256.633            -nan        -nan             109            -nan
  174         195.950     943.132            -nan        -nan             174            -nan
  217        -480.816    -830.112     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             217            -nan
  205       -1979.537    -365.636            -nan        -nan             205            -224354205203037040289719918646881130196673086215484866560
  244         265.953     -38.505          23.935     -11.955             244            -nan
   23         169.776     715.518     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000              23               0
  243         118.738     195.613           0.000       0.000             243            -25893225306683238242167545053052144846257213813813129253607343663349760
  141        -575.675    -766.838            -nan        -nan             141               0
  183       -1207.596     296.818     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             183            -nan
  135         233.689    -696.346           0.000       0.000             135            -12549137380433419045022686768666042327222996687480108217647906180643386023851292347133661193325531582824696023589849535528763995291728218767757996150424076288
  182          33.417    -388.720         -21.991      -0.000             182              -0
  156        -667.444     541.560          -0.814      -6.987             156              -0
  243         421.962     237.434        -704.519     552.763             243               0
  215        -731.914     859.760           0.000       0.000             215              -0
   54        -792.302     116.593            -nan        -nan              54              -0
  104        1303.608    -477.556            -nan        -nan             104            -nan
   26         945.532   -1507.834            -nan        -nan              26            -nan
  209          46.408    -512.661           0.000      -0.000             209            -nan
  227       -1015.420   -1186.368            -nan        -nan             227              -0
  149         312.001    -280.107           1.167      -0.000             149            -nan
  241         747.531     123.942           0.000      -0.000             241               0
  179        -381.068    1122.868           0.000      -0.000             179              -0
  106         -54.855    -456.788            -nan        -nan             106              -0
   49         360.529    -642.131           0.000      -0.000              49            -nan
  172        1062.257    -666.999           0.000      -0.000             172              -0
   34        -708.832   -1428.220          -0.000      -0.000              34              -0
  171          73.554    -802.249          -0.000      -0.000             171              -0
   93        1171.791      97.848         -43.982      -0.000              93              -0
  169        1401.194     293.016          -0.000      -0.000             169              -0
   38         573.151     129.492           7.000      -0.000              38              -0
   60         602.721     278.139            -nan        -nan              60               0
   22         580.002     624.955            -nan        -nan              22            -nan
  213         -40.939    1622.162            -nan        -nan             213            -nan
   21        1177.875    -818.691      -24528.560  -41453.566              21            -nan
  227       -1222.055    -301.080            -nan        -nan             227             -14
  202        -749.358    -422.836         167.548     -83.683             202            -nan
   44        -584.988     196.316     -68925685524783918600318743720235547210576325717631084086632853573156316714035345209113567157339017465268182286818173146448867899613855783812846932103401051179249864470600673032593067378123403191591820096822520578048.000      -0.000              44               0
  215        1256.888    -748.353       -4920.221    3839.777             215            -38613829425649252149591300280952024362117318258449943941317662758216940779489806826785727282146450051071727595237513439610596468956095026908476884491701832773548751003444863752112645588991652050518047118044692480
   87          36.114    1598.178            -nan        -nan              87              -3
  228        -657.967     235.627           0.000      -0.000             228            -nan
