SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  106       30998.000       0.000            -nan        -nan             106            -nan
  171         270.927     744.793            -nan        -nan             171            -nan
   79         -51.792    1405.311            -nan        -nan              79            -nan
  168        -206.716     267.150            -nan        -nan             168            -nan
  149       -1602.001   -1227.542            -nan        -nan             149            -nan
   49       -1469.414     940.552            -nan        -nan              49            -nan
   69         325.624    -353.908            -nan        -nan              69            -nan
    4         248.289     443.084            -nan        -nan               4            -nan
   61         142.528     118.104           0.000      -0.000              61            -nan
  181         259.880   -1355.247            -nan        -nan             181               0
  128         112.917    1377.124            -nan        -nan             128            -nan
   89        2267.680     197.759       -3504.080   -5921.938              89            -nan
   57         945.983    1269.898        3687.512   -2396.983              57               0
  128        -173.284   -1559.352         -83.149       0.000             128               0
   45         578.988    1960.715            -nan        -nan              45               0
   28        -391.475    -360.435            -nan        -nan              28            -nan
  210       -1244.651   -1079.952            -nan        -nan             210            -nan
    2       -1107.725    -135.491     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000               2            -nan
  201         260.446    1858.797            -nan        -nan             201               0
  101         120.584    -887.017          23.935     -11.955             101            -nan
  227         832.179   -1119.348     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             227               0
  161         385.438    -658.259           0.000       0.000             161              -0
  110        1153.544    -289.480            -nan        -nan             110               0
   48         342.190     817.266     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000              48            -nan
  204        -726.133     300.571           0.000       0.000             204            -27744375203445597288084468719567830477636312155038999295782329634061419180980174848
  141        -779.263     691.486        -119.380      -0.000             141              -0
  202        1030.923    -601.285          -4.416     -37.930             202              -0
  139        -143.322     556.668        -711.739     571.469             139               0
  237        1723.841    -535.389           0.000       0.000             237              -0
  154         165.280    -947.545            -nan        -nan             154              -0
    0         387.874    -988.194            -nan        -nan               0            -nan
   87         289.493     121.886            -nan        -nan              87            -nan
   69       -1919.651     125.289           0.000      -0.000              69            -nan
   79        -121.232    -808.854            -nan        -nan              79              -0
    0        1436.924     381.059           6.333      -0.000               0            -nan
  218       -1006.528     -93.912           0.000      -0.000             218               0
  129       -1574.748     -26.002           0.000      -0.000             129              -0
   70       -1001.976    -402.691            -nan        -nan              70              -0
  223        1544.107     276.327           0.000      -0.000             223            -nan
  190        1348.795     617.657           0.000      -0.000             190              -0
  251       -1896.305   -1284.320          -0.000      -0.000             251              -0
   95         -47.852     379.240          -0.000      -0.000              95              -0
   24       -1015.058    -573.041        -238.761      -0.000              24              -0
   53         415.901     -38.785          -0.000      -0.000              53              -0
  224        -957.387     372.433          38.000      -0.000             224              -0
   69         758.020    -742.034            -nan        -nan              69               0
   81         767.925     815.905            -nan        -nan              81            -nan
  178        1017.415     520.794            -nan        -nan             178            -nan
   72        -521.807     719.138     -133155.038 -225033.646              72            -nan
   27        -128.631    2401.964            -nan        -nan              27             -14
   24       -1180.826    -414.671         909.549    -454.279              24            -nan
   43        -417.077      78.799     -374168007134541247797963695867393677864862100427655549829619618282852119360153952370186096237523298756932253351689342195804285380205523876747184387253467723486188770611052692494241160648154118649841879906994706448384.000      -0.000              43               0
  189        1503.738     454.190      -26709.772   20844.505             189            -38613829425649256821530492726079928250677042495548260631983654180742309692582945155643498503832093833126446384225826812940321472316768113053710519180150342984273942398992192522155192133902960935381219978566959104
  134        -347.590     -98.810            -nan        -nan             134              -3
   92        -315.380    -423.478           0.000      -0.000              92            -nan
  138        -104.693     599.258           0.000      -0.000             138               0
   19        -284.331   -1459.047          -0.000      -0.000              19               0
   38        -109.974     302.941          -0.000      -0.000              38              -0
   21         635.964    1011.251          -0.000      -0.000              21              -0
    0         365.059    -841.643           0.000      -0.000              -0              -0
  193         491.736     320.582     -4019498648994490801874365320022458368.000      -0.000             193               0
   22        -916.152   -1223.965            -nan        -nan              22              -0
   88        -108.918    1862.769            -nan        -nan              88            -nan
    6         989.221    -569.530            -nan        -nan               6            -nan
  101          59.993      33.986            -nan        -nan             101            -nan
   88        1602.524      -1.908          -0.000      -0.000              88            -nan
  225        -743.054   -1150.686          -0.000       0.000             225               0
  231         172.022   -1304.029          -0.000      -0.000             231               0
  159       -2103.042     999.665          -0.000       0.000             159               0
  193         152.172    -586.335           0.000       0.000             193               0
  166         709.971      -4.330           0.000       0.000             166               0
  154        -621.180     237.023           0.000       0.000             154               0
   32         975.499     314.130           0.000       0.000              32               0
  190        1030.211     709.028           0.000       0.000             190               0
  208        -484.276     178.700           0.000       0.000             208               0
    1        -293.955     349.832           0.000       0.000               1               0
    4         428.157     987.428           0.000       0.000               4               0
   33        -642.122     -70.158            -nan        -nan              33               0
  179       -1520.630     714.339            -nan        -nan             179            -nan
   76         293.697    -780.352            -nan        -nan              76            -nan
   61         319.708    1213.719            -nan        -nan              61            -nan
  203        -164.681    -517.008       -3159.667       0.000             203            -nan
  120        1301.130   -1443.336     -11584454312303987543584980930732050668765033547736707805390727199074167396571659223180899544561506616920189754237989102433589223642768855914054671150107201022351840569250254482165742144290072276310437802898387347855366679153972981802929348337310691948564174458489448848632741757158085103889930993759420416.000 1122238666741532222105126035047786435089390429888701968237338147001582516670373694273032371679719242501185036520300105762193595368526803681599002077346235172000439630779378156907520551236651153611386841965177443689894091702058256740224376048238053841507788209906562407827665059042718501673136613056577536.000             120              -0
  251         138.896     105.465           0.000       0.000             251            -1195506120980803516359139856511425674571769646722911667660153956511538201654860588590502154363853759563136640179341683112339616579772517877673033787865161847299971939259332036441771855307661599233297527421222360984199972004266476768251081188631417626053267495336023527649633695066193280321517766311936
   81         388.340     456.620           0.000      -0.000              81               0
  213       -1588.496    -529.215         567.535   -3382.984             213               0
  133        -458.822    -393.626           0.000      -0.000             133               0
  101         800.206    -713.409          -0.000      -0.000             101               0
  252         162.893    -830.368          -0.000      -0.000             252              -0
  154        1285.420    -779.579           0.000      -0.000             154              -0
  102        -465.655     498.536          -0.000      -0.000             102               0
  189       -1323.739    -730.536           0.000      -0.000             189              -0
  177        -198.986     892.339          -0.000      -0.000             177               0
  190         353.972     760.994          -0.000      -0.000             190              -0
  196        -873.213    -136.448          -0.000      -0.000             196              -0
   22         289.123    -899.743           0.000       0.000              22              -0
   23        -440.345    -218.691           0.000       0.000              23               0
  165         994.308    -206.021           0.000       0.000             165               0
  254         330.752    2023.723          -4.666      -4.282             254               0
  182        -462.716    -649.290          -0.000       0.000             182              -0
  102       -1931.532   -1144.090           0.000       0.000             102               0
  164          60.595    -686.887           0.000       0.000             164               0
   81        -525.647   -1511.883          -0.000      -0.000              81               0
  135         259.411   -1373.332          -0.000      -0.000             135              -0
   98        -528.921     382.829          -0.000      -0.000              98              -0
   33        -845.522   -1772.955           0.000      -0.000              33              -0
  136        -531.617     423.629           0.000      -0.000             136              -0
  103        -194.868    1060.554          -1.836       3.241             103              -0
   67         179.695    -354.784          33.352      17.827              67               0
   60         137.161   -1202.973           0.000      -0.000              60               0
  179         276.283    -174.174            -nan        -nan             179              -0
  128        1134.796    1099.027            -nan        -nan             128            -nan
    8          86.724   -1297.302            -nan        -nan               8            -nan
   44         155.484    1590.599           0.000       0.000              44            -nan
  124        -554.558    1131.477            -nan        -nan             124               0
   90         729.221     146.164           6.333      -0.045              90            -nan
    1         694.647    -649.849          -0.000       0.000               1               0
    1         883.913    -100.626          -0.000       0.000               1              -0
  191       -1185.933    -724.879            -nan        -nan             191              -0
  254        -459.223    -764.733           0.000       0.000             254            -nan
  156         250.884    -848.356           0.000       0.000             156               0
   37          50.867     252.405           0.000       0.000              37               0
  187        -955.115     608.042           0.000       0.000             187               0
   77        -345.368     805.447           0.000       0.000              77               0
  228          91.293    -344.617           0.000       1.865             228               0
  128        -111.857     339.099         -37.954       0.000             128               0
  100         308.736     900.984            -nan        -nan             100              -0
  251         174.427     869.923            -nan        -nan             251            -nan
   37         226.000      -0.056           0.000       0.000              37               0
   98         174.562    -869.992           0.000       0.000              98               0
  177         308.852    -900.932           0.000       0.000             177               0
  140        -111.844    -339.066           0.000       0.000             140               0
    7          91.187     344.632           0.000       0.000               7               0
    2        -345.291    -805.509           0.000       0.000               2               0
   20        -954.997    -608.122           0.000       0.000              20               0
  106          50.967    -252.261           0.000       0.000             106               0
   35         250.741     848.505           0.000       0.000              35               0
  156        -459.368     764.681           0.000       0.000             156               0
  209       -1185.949     724.645           0.000       0.000             209               0
  102         884.030     100.728           0.000       0.000             102               0
  217         694.568     649.890           0.000       0.000             217               0
  133         729.199    -146.170           0.000       0.000             133               0
  231        -554.395   -1131.639           0.000       0.000             231               0
  226         155.782   -1590.461           0.000       0.000             226               0
  177          86.552    1297.397           0.000       0.000             177               0
   99        1134.969   -1098.799           0.000       0.000              99               0
   60         276.171     174.360           0.000       0.000              60               0
  179         136.883    1203.042           0.000       0.000             179               0
  101         179.544     354.754           0.000       0.000             101               0
  252        -194.796   -1060.570           0.000       0.000             252               0
  177        -531.631    -423.548           0.000       0.000             177               0
    2        -845.848    1772.902           0.000       0.000               2               0
   34        -528.828    -382.864           0.000       0.000              34               0
  109         259.177    1373.468           0.000       0.000             109               0
   80        -525.929    1511.763           0.000       0.000              80               0
    6          60.422     686.816           0.000       0.000               6               0
  237       -1931.705    1143.645           0.000       0.000             237               0
  181        -462.669     648.985           0.000       0.000             181               0
    2         331.220   -2023.764           0.000       0.000               2               0
   19         994.287     206.239           0.000       0.000              19               0
   24        -440.402     218.632           0.000       0.000              24               0
  179         288.957     899.741           0.000       0.000             179               0
  159        -873.224     136.179           0.000       0.000             159               0
   31         354.130    -761.011           0.000       0.000              31               0
  182        -198.871    -892.324           0.000       0.000             182               0
  179       -1323.812     730.358           0.000       0.000             179               0
  137        -465.396    -498.576           0.000       0.000             137               0
  217        1285.390     779.859           0.000       0.000             217               0
   80         162.764     830.389           0.000       0.000              80               0
   91         800.046     713.487           0.000       0.000              91               0
   64        -458.973     393.474           0.000       0.000              64               0
   42       -1588.520     528.846           0.000       0.000              42               0
  224         388.555    -456.631           0.000       0.000             224               0
   40         139.015    -105.427           0.000       0.000              40               0
   12        1300.904    1443.499           0.000       0.000              12               0
  145        -164.808     516.789           0.000       0.000             145               0
  140         319.889   -1213.769           0.000       0.000             140               0
   73         293.474     780.324           0.000       0.000              73               0
   69       -1520.539    -714.704           0.000       0.000              69               0
  242        -642.024      69.959           0.000       0.000             242               0
   69         428.403    -987.425           0.000       0.000              69               0
  247        -293.851    -349.891           0.000       0.000             247               0
  244        -484.125    -178.810           0.000       0.000             244               0
  103        1030.434    -708.863           0.000       0.000             103               0
  100         975.518    -313.934           0.000       0.000             100               0
   69        -621.159    -237.083           0.000       0.000              69               0
  110         709.966       4.504           0.000       0.000             110               0
   82         151.966     586.359           0.000       0.000              82               0
  251       -2102.853    -999.959           0.000       0.000             251               0
  112         171.936    1304.142           0.000       0.000             112               0
  101        -743.088    1150.490           0.000       0.000             101               0
   19        1602.634       2.068           0.000       0.000              19               0
   36          60.020     -34.041           0.000       0.000              36               0
    5         989.116     569.576           0.000       0.000               5               0
   51        -108.670   -1862.801           0.000       0.000              51               0
  218        -916.317    1223.846           0.000       0.000             218               0
  185         491.874    -320.542           0.000       0.000             185               0
  188         364.952     841.629           0.000       0.000             188               0
  179         636.115   -1011.212           0.000       0.000             179               0
   10        -109.967    -302.902           0.000       0.000              10               0
   24        -284.581    1458.960           0.000       0.000              24               0
  244        -104.580    -599.367           0.000       0.000             244               0
   52        -315.420     423.371           0.000       0.000              52               0
  248        -347.512      98.645           0.000       0.000             248               0
   28        1503.818    -454.027           0.000       0.000              28               0
   64        -417.161     -78.937           0.000       0.000              64               0
  138       -1180.874     414.305           0.000       0.000             138               0
  169        -128.139   -2402.077           0.000       0.000             169               0
  137        -521.557    -719.159           0.000       0.000             137               0
  207        1017.615    -520.567           0.000       0.000             207               0
  155         768.070    -815.668           0.000       0.000             155               0
  207         757.816     742.237           0.000       0.000             207               0
  198        -957.369    -372.564           0.000       0.000             198               0
  144         415.876      38.923           0.000       0.000             144               0
   55       -1015.165     572.894           0.000       0.000              55               0
   43         -47.771    -379.211           0.000       0.000              43               0
  213       -1896.381    1283.987           0.000       0.000             213               0
  165        1349.084    -617.492           0.000       0.000             165               0
  125        1544.089    -276.038           0.000       0.000             125               0
  208       -1002.164     402.543           0.000       0.000             208               0
   22       -1574.707      25.732           0.000       0.000              22               0
  227       -1006.340      93.738           0.000       0.000             227               0
  228        1437.110    -380.782           0.000       0.000             228               0
   58        -121.398     808.854           0.000       0.000              58               0
  232       -1919.511    -125.625           0.000       0.000             232               0
   23         289.742    -121.785           0.000       0.000              23               0
   20         387.873     988.295           0.000       0.000              20               0
  162         165.296     947.514           0.000       0.000             162               0
  212        1723.834     535.552           0.000       0.000             212               0
  200        -143.203    -556.774           0.000       0.000             200               0
  172        1030.827     601.379           0.000       0.000             172               0
  236        -779.151    -691.704           0.000       0.000             236               0
  188        -725.948    -300.723           0.000       0.000             188               0
  224         342.514    -817.173           0.000       0.000             224               0
  228        1153.602     289.754           0.000       0.000             228               0
  217         385.380     658.359           0.000       0.000             217               0
   33         832.014    1119.437           0.000       0.000              33               0
  110         120.425     886.851           0.000       0.000             110               0
  130         260.725   -1858.844           0.000       0.000             130               0
  171       -1107.745     135.367           0.000       0.000             171               0
   61       -1244.682    1079.700           0.000       0.000              61               0
   30        -391.291     360.198           0.000       0.000              30               0
  123         579.534   -1960.650           0.000       0.000             123               0
    4        -173.317    1559.292           0.000       0.000               4               0
  174         946.459   -1269.844           0.000       0.000             174               0
  178        2267.817    -197.403           0.000       0.000             178               0
   47         113.168   -1377.038           0.000       0.000              47               0
  132         259.740    1355.339           0.000       0.000             132               0
   87         142.661    -118.151           0.000       0.000              87               0
  173         248.492    -443.058           0.000       0.000             173               0
   85         325.662     353.934           0.000       0.000              85               0
  110       -1469.073    -940.782           0.000       0.000             110               0
  144       -1601.766    1227.260           0.000       0.000             144               0
   57        -206.029    -267.313           0.000       0.000              57               0
  168         -50.670   -1405.348           0.000       0.000             168               0
  121         272.727    -744.649           0.000       0.000             121               0
