SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   35       68432.000       0.000            -nan        -nan              35            -nan
  203         575.653     585.368            -nan        -nan             203            -nan
  173        -571.009     907.254            -nan        -nan             173            -nan
  220       -1102.978       8.271            -nan        -nan             220            -nan
  161         501.679   -1253.182            -nan        -nan             161            -nan
  104        1585.740   -1338.920            -nan        -nan             104            -nan
  219        1593.929    -437.184            -nan        -nan             219            -nan
  217       -2788.848    -252.717            -nan        -nan             217            -nan
  194         436.510     532.217           0.000      -0.000             194            -nan
  214         101.781     432.377            -nan        -nan             214              -0
  173       -1136.762   -1922.627            -nan        -nan             173            -nan
   13        1533.251   -1123.308       -3504.080   -5921.938              13            -nan
  219       -1051.961     910.940            -nan        -nan             219               0
  187        1540.012   -2178.564            -nan        -nan             187            -nan
  123        1331.897     669.276            -nan        -nan             123            -nan
  141        -907.662     586.404            -nan        -nan             141            -nan
  134        1292.697    -133.569            -nan        -nan             134            -nan
  223         244.699   -1145.855     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             223            -nan
   67        1997.178   -1665.250            -nan        -nan              67               0
   87          -4.065   -3133.616          23.935     -11.955              87            -nan
   14        -572.004    1013.621            -nan        -nan              14               0
    3        -852.726     954.807           0.000       0.000               3            -nan
  132         931.185     -77.480            -nan        -nan             132               0
  131       -1878.246   -1358.003     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             131            -nan
  126        -628.838   -1709.898           0.000       0.000             126              -0
  179        -382.244   -1830.532        -282.743      -0.000             179               0
  123        -754.346     278.108         -10.459     -89.835             123              -0
  254       -1847.714    -263.626        -723.849     602.846             254               0
  207        -253.798    1626.322            -nan        -nan             207              -0
