SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   62       33138.000       0.000            -nan        -nan              62            -nan
  207         708.739    -318.864            -nan        -nan             207            -nan
  229         519.373     -89.040            -nan        -nan             229            -nan
   51        -251.681    -767.509            -nan        -nan              51            -nan
   81        -620.466    -841.401            -nan        -nan              81            -nan
  213        1807.405     -90.825            -nan        -nan             213            -nan
  180         390.477    -270.819            -nan        -nan             180            -nan
  187        -285.874    -374.373            -nan        -nan             187            -nan
  103        -124.998    -336.585           0.000      -0.000             103            -nan
  254        1181.320     190.473            -nan        -nan             254               0
   71       -1542.226     602.771            -nan        -nan              71            -nan
  216         825.662    -759.920       -3504.080   -5921.938             216            -nan
  114         948.126      18.533        3687.512   -2396.983             114               0
  110        -379.126    -979.610         -83.149       0.000             110               0
  151         330.316    1702.604            -nan        -nan             151               0
  161         275.923    -697.108            -nan        -nan             161            -nan
  221         -98.769    -305.229            -nan        -nan             221            -nan
   84        -591.861     551.920     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000              84            -nan
   41        -280.669     498.834            -nan        -nan              41            -3113540053598610195108585799823612968960
  175       -1337.345    -107.360          23.935     -11.955             175            -nan
   92        -369.352    1229.200     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000              92               0
  196         845.226   -1124.793           0.000       0.000             196            -359340686466081391555842731348082497808932492447580160
  136         -87.517    -929.262            -nan        -nan             136               0
  246         239.293      64.639     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             246            -nan
  210        1794.245    -141.579           0.000       0.000             210            -174154265736767552910961392563044568649085984228254534134759742578560188006765623679651128115707542126987195424262643499557279215424590839808
  162        1432.387     286.694         -43.982      -0.000             162              -0
   44       -1033.234      31.316          -1.627     -13.974              44              -0
   55         189.717    -396.165        -706.149     556.987              55               0
  101        -176.901     775.287           0.000       0.000             101              -0
  113        -560.072     434.823            -nan        -nan             113              -0
  158         385.321     421.293            -nan        -nan             158            -nan
  163         448.442    1461.978            -nan        -nan             163            -nan
   65        1366.251    1024.415           0.000      -0.000              65            -nan
  132        -199.368    1180.073            -nan        -nan             132              -0
  215        -871.583   -2084.445           2.333      -0.000             215            -nan
  146         264.758     826.783           0.000      -0.000             146               0
   89         876.644      29.141           0.000      -0.000              89              -0
  139         346.510     851.453            -nan        -nan             139              -0
   77       -1198.380   -2187.250           0.000      -0.000              77            -nan
  193        -297.306     477.160           0.000      -0.000             193              -0
  137        -489.107     487.723          -0.000      -0.000             137              -0
  149        -568.015    -655.733          -0.000      -0.000             149              -0
  153          48.665     791.443         -87.965      -0.000             153              -0
  252        -813.486    -438.014          -0.000      -0.000             252              -0
    3        1408.234    -514.081          14.000      -0.000               3              -0
   48         314.903    -624.033            -nan        -nan              48               0
  158        -134.060    -779.304            -nan        -nan             158            -nan
  225         173.887     536.903            -nan        -nan             225            -nan
  132         527.786     -70.758      -49057.119  -82907.133             132            -nan
  199         -73.361    -458.903            -nan        -nan             199             -14
  145        -196.934     756.121         335.097    -167.366             145            -nan
  225         702.759     -40.714     -137851371049567837200637487440471094421152651435262168173265707146312633428070690418227134314678034930536364573636346292897735799227711567625693864206802102358499728941201346065186134756246806383183640193645041156096.000      -0.000             225               0
  140         238.796   -1147.241       -9840.442    7679.554             140            -38613829425649256821530492726079928250677042495548260631983654180742309692582945155643498503832093833126446384225826812940321472316768113053710519180150342984273942398992192522155192133902960935381219978566959104
   25         859.595     221.637            -nan        -nan              25              -3
  215         347.482    -325.372           0.000      -0.000             215            -nan
   94         607.061    -217.021           0.000      -0.000              94               0
  187         220.212    -191.000          -0.000      -0.000             187               0
    4       -1598.945     383.787          -0.000      -0.000               4              -0
  150       -1378.066     401.028          -0.000      -0.000             150              -0
   32         -95.841     754.999           0.000      -0.000              32              -0
  118       -1732.659     691.891     -4019498648994490801874365320022458368.000      -0.000             118               0
   53        -339.328   -1403.178            -nan        -nan              53              -0
  196        -246.717   -1451.123            -nan        -nan             196            -nan
  183        -932.209     322.630            -nan        -nan             183            -nan
  185         -31.971    -513.994            -nan        -nan             185            -nan
  155         -87.638     730.046          -0.000      -0.000             155            -nan
   74         528.282     -80.919          -0.000       0.000              74               0
   19         369.145   -1235.982          -0.000      -0.000              19               0
   38       -1512.538   -1174.977          -0.000       0.000              38               0
  152        -151.820     668.848           0.000       0.000             152               0
  212         146.894   -1692.131           0.000       0.000             212               0
  176        -144.691     846.445           0.000       0.000             176               0
   45        -410.891    -658.088           0.000       0.000              45               0
  110        -291.847     731.370           0.000       0.000             110               0
  173        -280.337    -436.828           0.000       0.000             173               0
   49        -594.471    1381.974           0.000       0.000              49               0
  159       -1044.296    -200.957           0.000       0.000             159               0
   75         250.197     -16.311            -nan        -nan              75               0
   18        -730.992     136.913            -nan        -nan              18            -nan
   36        -498.589    -934.655            -nan        -nan              36            -nan
   19         391.531     426.390            -nan        -nan              19            -nan
  163          -1.799     387.367       -1164.088       0.000             163            -nan
    5        -307.673     937.310     -4267956851901468806492407110664466946451454823913869987887235947175128311200222756841192539779782299028044932686060679094795220280631902010663139414421579260860264726783380678358762567606022454308099126691238644028305022211445934535387189754029351929348404605691209722359269239681603973352680793992855552.000 413456350904774816819305231580125570358070422613197568709141252951488080155268337903929438488669823438924054677485672624080962658528208213559499591093027239095011186105136345983314274759444428652940324600310701828851419311870936568217249544939524719339517523117229620700424065943900403849595039361531904.000               5              -0
  160         178.017    1577.881           0.000       0.000             160            -1195506120980803516359139856511425674571769646722911667660153956511538201654860588590502154363853759563136640179341683112339616579772517877673033787865161847299971939259332036441771855307661599233297527421222360984199972004266476768251081188631417626053267495336023527649633695066193280321517766311936
  189         132.971   -1031.605           0.000      -0.000             189               0
  221        -655.110     327.427         209.092   -1246.362             221               0
  254         369.817    -985.264           0.000      -0.000             254               0
  120        -560.037     891.597          -0.000      -0.000             120               0
  225        -473.332     627.828          -0.000      -0.000             225              -0
  149         -26.792     932.499           0.000      -0.000             149              -0
  153        -386.607     918.253          -0.000      -0.000             153               0
   88        -300.334    -586.249           0.000      -0.000              88              -0
  202          62.346    -648.615          -0.000      -0.000             202               0
   93         591.565    1217.666          -0.000      -0.000              93              -0
   16       -1068.735    1287.729          -0.000      -0.000              16              -0
  131        -154.252    -137.387           0.000       0.000             131              -0
  248       -1278.274    -427.720           0.000       0.000             248               0
   90        -564.662     -17.985           0.000       0.000              90               0
  151        -448.414    -970.628          -1.719      -1.578             151               0
   31        -108.406       6.551          -0.000       0.000              31              -0
  243        -961.694    -451.948           0.000       0.000             243               0
  108         -17.409    -953.700           0.000       0.000             108               0
  208          33.720       6.866          -0.000      -0.000             208               0
   33       -1976.379     151.088          -0.000      -0.000              33              -0
  218         148.918     242.943          -0.000      -0.000             218              -0
  125         662.678    -178.873           0.000      -0.000             125              -0
   82        -150.651     705.861           0.000      -0.000              82              -0
  121        -375.528    1286.473          -0.676       1.194             121              -0
  201         634.247     124.244          12.287       6.568             201               0
  101        -517.828    1683.147           0.000      -0.000             101               0
  157       -1238.714     778.156            -nan        -nan             157              -0
  221         923.100   -2213.446            -nan        -nan             221            -nan
    9        -124.539    -344.133            -nan        -nan               9            -nan
  163         567.157     700.378           0.000       0.000             163            -nan
  125        -558.739    -394.226            -nan        -nan             125               0
  198         608.641   -1843.716           2.333      -0.016             198            -nan
  128        -170.090    -666.295          -0.000       0.000             128               0
  124        -860.732    -356.548          -0.000       0.000             124              -0
   63        1214.611    -360.251            -nan        -nan              63              -0
   98        1136.149     -36.243           0.000       0.000              98            -nan
   17         990.850      -7.163           0.000       0.000              17               0
  217         -15.620   -1598.417           0.000       0.000             217               0
  186       -1475.815    1878.490           0.000       0.000             186               0
  219        1114.209    -868.580           0.000       0.000             219               0
   54        -865.245      82.523           0.000       0.687              54               0
  202         315.700   -1698.815         -13.983       0.000             202               0
   95        -298.983   -1583.107            -nan        -nan              95              -0
   47        -112.681     214.386            -nan        -nan              47            -nan
   37         222.000       0.087           0.000       0.000              37               0
  246        -112.664    -214.215           0.000       0.000             246               0
   79        -299.236    1583.210           0.000       0.000              79               0
   24         315.408    1698.837           0.000       0.000              24               0
   98        -865.197     -82.734           0.000       0.000              98               0
   32        1114.059     868.680           0.000       0.000              32               0
   57       -1475.493   -1878.707           0.000       0.000              57               0
   61         -15.739    1598.498           0.000       0.000              61               0
  158         990.949       7.299           0.000       0.000             158               0
  140        1136.143      36.455           0.000       0.000             140               0
  183        1214.423     360.489           0.000       0.000             183               0
  103        -860.904     356.440           0.000       0.000             103               0
  241        -170.202     666.312           0.000       0.000             241               0
   85         608.292    1843.751           0.000       0.000              85               0
   69        -558.839     393.958           0.000       0.000              69               0
  251         567.254    -700.364           0.000       0.000             251               0
  248        -124.639     344.124           0.000       0.000             248               0
  195         922.621    2213.432           0.000       0.000             195               0
  194       -1238.687    -778.649           0.000       0.000             194               0
  120        -517.519   -1683.341           0.000       0.000             120               0
   63         634.251    -124.185           0.000       0.000              63               0
    1        -375.368   -1286.564           0.000       0.000               1               0
  219        -150.544    -705.818           0.000       0.000             219               0
   81         662.586     179.037           0.000       0.000              81               0
  219         148.788    -242.892           0.000       0.000             219               0
  149       -1976.420    -151.369           0.000       0.000             149               0
   45          33.753      -6.784           0.000       0.000              45               0
   17         -17.621     953.729           0.000       0.000              17               0
   96        -961.799     451.745           0.000       0.000              96               0
  140        -108.411      -6.587           0.000       0.000             140               0
   65        -448.613     970.500           0.000       0.000              65               0
  133        -564.702      17.795           0.000       0.000             133               0
  131       -1278.316     427.403           0.000       0.000             131               0
  145        -154.219     137.194           0.000       0.000             145               0
  158       -1068.430   -1288.026           0.000       0.000             158               0
  230         591.857   -1217.527           0.000       0.000             230               0
  177          62.237     648.668           0.000       0.000             177               0
  216        -300.436     586.098           0.000       0.000             216               0
