SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  107       67584.000       0.000            -nan        -nan             107            -nan
  207       -1537.746    1119.754            -nan        -nan             207            -nan
  251        -492.439     938.462            -nan        -nan             251            -nan
   76       -1266.704     422.678            -nan        -nan              76            -nan
  109         970.398    2280.529            -nan        -nan             109            -nan
  230        -490.109     419.667            -nan        -nan             230            -nan
  165        1238.660     792.656            -nan        -nan             165            -nan
   53       -1480.662    2157.801            -nan        -nan              53            -nan
   43        -493.588   -2184.717           0.000      -0.000              43            -nan
    4        -590.023      82.147            -nan        -nan               4              -0
   41        2213.938    -693.240            -nan        -nan              41            -nan
   82        -408.955   -1183.440       -3504.080   -5921.938              82            -nan
    5        -607.336     757.129            -nan        -nan               5              -0
  185         462.233    1441.891            -nan        -nan             185            -nan
  157         142.143    1002.890            -nan        -nan             157            -nan
  136        1578.702    -300.543            -nan        -nan             136            -nan
  237         634.996     407.935            -nan        -nan             237            -nan
   37       -1408.973    -817.158     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000              37            -nan
   84         103.054    1785.965            -nan        -nan              84               0
    1        1153.998     373.778          23.935     -11.955               1            -nan
  150        1076.549    -788.967            -nan        -nan             150               0
   59         491.894       3.281           0.000       0.000              59            -nan
   98          13.142   -1633.808            -nan        -nan              98               0
   83        -448.751     987.210     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000              83            -nan
  164        2097.303    -694.104           0.000       0.000             164              -0
    5         152.324     -14.855        -282.743      -0.000               5               0
  248         208.291    -863.555         -10.459     -89.835             248              -0
  182       -1558.238   -1546.042        -723.849     602.846             182               0
  216        -299.527     115.332            -nan        -nan             216              -0
  146        -726.327     939.517            -nan        -nan             146            -nan
   12        1263.363    1365.885            -nan        -nan              12            -nan
   67        2851.041   -2565.187            -nan        -nan              67            -nan
   98         743.955     726.344            -nan        -nan              98            -nan
    8        1123.052    -964.180            -nan        -nan               8            -nan
  144         818.146     -62.008          15.000      -0.000             144            -nan
  207        -808.215     142.793           0.000      -0.000             207               0
  238        1692.065   -1361.579            -nan        -nan             238               0
   54        1758.278    -447.604            -nan        -nan              54            -nan
    5        1346.626    1283.085           0.000      -0.000               5            -nan
   25         433.842    -432.477           0.000      -0.000              25               0
   58        -993.521    2180.548          -0.000      -0.000              58               0
   46         230.320   -1477.051          -0.000      -0.000              46               0
  108        1019.517   -2325.563        -565.487      -0.000             108               0
   64         934.391     257.812          -0.000      -0.000              64              -0
  231        -880.463     291.819            -nan        -nan             231               0
    9          21.046    -654.271            -nan        -nan               9            -nan
  201       -1037.645   -1592.757            -nan        -nan             201            -nan
  213        1326.725    -830.242            -nan        -nan             213            -nan
   46       -1459.894   -1583.947            -nan        -nan              46            -nan
   29          67.068   -1001.365            -nan        -nan              29            -nan
  215       -1263.177    2057.511            -nan        -nan             215            -nan
  197       -3228.796     551.285            -nan        -nan             197            -nan
   89       -1669.817    -978.643      -63259.986   49368.564              89            -nan
   57       -1221.378     567.634            -nan        -nan              57              -0
   24        -170.127    1052.295            -nan        -nan              24            -nan
  253        1360.881   -1533.198           0.000      -0.000             253            -nan
   63       -1091.211    1041.499          -0.000      -0.000              63               0
   17         421.148    1448.790          -0.000      -0.000              17              -0
  179        -646.479    -592.456          -0.000      -0.000             179              -0
   23          50.812     408.295           0.000      -0.000              23              -0
  164         134.467    -393.683            -nan        -nan             164               0
  192        -999.124   -1278.616            -nan        -nan             192            -nan
   91         409.847   -1046.926            -nan        -nan              91            -nan
    6        -859.044   -1735.058            -nan        -nan               6            -nan
  200         259.675   -1233.552            -nan        -nan             200            -nan
  236       -1705.899    -267.482          -0.000      -0.000             236            -nan
  214         776.069    1265.633          -0.000       0.000             214               0
  183         314.030     101.136          -0.000      -0.000             183               0
   35        -774.231    1644.087          -0.000       0.000              35               0
  219        2794.713   -1205.125           0.000       0.000             219               0
  209        -550.561    1728.589           0.000       0.000             209               0
   93         768.574     588.504           0.000       0.000              93               0
   10        1360.863   -1007.518           0.000       0.000              10               0
   61         860.467    -188.622           0.000       0.000              61               0
  158        1910.621     299.771           0.000       0.000             158               0
  242        1191.631    -793.142           0.000       0.000             242               0
   70        -872.182   -2185.283           0.000      -0.000              70               0
  103        2876.846    -187.344            -nan        -nan             103               0
  199        1571.815    -437.290            -nan        -nan             199            -nan
  117         450.708    1707.192            -nan        -nan             117            -nan
  132         -38.153    1078.288            -nan        -nan             132            -nan
  159       -1247.692   -1136.380       -7476.724     -10.157             159            -nan
   59         158.960     283.743     -27436865476509487138493294559624487352115868115535415111925370923169363580678445085662806904918625224035279292582564196252539444442134677938838758553365812995382573252683438812735040413035237058558070969601077905287234444550948150121086680368408307575965297166205014342715691529229389356746910870630563840.000 2657933684387839946246948728238133777884050429864779613668518471603619846395688499235449001362443638054853447546932235927720075916503797226230384892878047733110622219647336220591318655422256648665611660175062739014861019223529714604684605770742777025146285655591999088306138777298852436386940999281147904.000              59               0
  221        -148.821    1435.507          -0.000       0.000             221            -1999146646699902406423360295186488353239961120773577948534537005630207757631001516937572196746881138688
  216       -1088.989     772.699          -0.000       0.000             216              -0
   84       -1116.978     103.030        1344.162   -8012.329              84              -0
  219        1403.248    -378.552           0.000      -0.000             219               0
   24         -30.765    -355.117          -0.000      -0.000              24               0
  101       -1683.825     587.872          -0.000      -0.000             101              -0
  143        1420.653    1228.954           0.000      -0.000             143              -0
   48         995.470   -2310.555          -6.391      -3.217              48               0
    9        1292.569   -1981.403         -31.865      65.287               9               0
   79         647.202    2629.739          -0.000      -0.000              79              -0
  139         685.562    1431.392            -nan        -nan             139              -0
   16        1036.731     643.444            -nan        -nan              16            -nan
   24         380.086     627.341            -nan        -nan              24            -nan
  120       -1991.383     -51.885           0.000       0.000             120            -nan
  231        -488.118    -131.716            -nan        -nan             231               0
  208        -919.270     241.675         -11.052     -10.143             208            -nan
  155        1430.550    -986.395          -0.000       0.000             155              -0
  194          55.797    1116.922           0.000       0.000             194               0
  161         663.860    -888.814            -nan        -nan             161               0
  249        1495.494     890.730          -0.000      -0.000             249            -nan
  205        1734.793    -476.432          -0.000      -0.000             205               0
  223       -1260.828    -586.003          -0.000      -0.000             223               0
  151        -803.885   -2829.493           0.000      -0.000             151               0
  191       -1225.827   -2053.974           0.000      -0.000             191               0
   38         270.735    1507.228          -4.348       7.676              38               0
  254        -984.024    1339.753          78.991      42.221             254               0
  134        1880.980    1460.415            -nan        -nan             134               0
  155        -644.151     535.805            -nan        -nan             155            -nan
  131        2244.921    -172.094            -nan        -nan             131            -nan
   37        1404.704   -1067.929            -nan        -nan              37            -nan
  215       -2850.585    -911.512            -nan        -nan             215            -nan
   97       -1407.120    -291.112            -nan        -nan              97            -nan
  254        -921.980    1190.659     -718796434758460812095163016085705572426432783303078912515332034848637836328286436523251785638181790686328972546236010562310794457626827354535103596244645332647742517029813269694065091566836052819201646336058503200768.000      -0.106             254            -nan
   43        1295.871   -1265.957      -52841.006   44007.794              43            -19269132100862152822652532851887494859872934004327689906945640988600063823866407547428926740966544434388635481239881018721634736115692087096577932372642297638117835700824826120735729036844997618999689630900551680
   60          95.279    -566.467            -nan        -nan              60              -1
   23        -836.610     445.736            -nan        -nan              23            -nan
  144         604.718   -1573.362           0.000      -0.000             144            -nan
  204         -73.146     104.542          -0.000      -0.000             204               0
   71        -953.187     500.599            -nan        -nan              71              -0
  154        -626.373   -1019.032     -64691679128261511973450949790369094791941511622791463021594657697438472559781712304135568345053935726163339949663780315394152444357538526357141321995672598714897766731604091033201416197663302216684046036818048002818048.000      -0.000             154            -nan
   28        -680.238     621.386           0.000      -0.000              28            -1734221889077593623224430568206293228508891781750739224286459929143295414581368806060585812479790973197445067219916517231714826156313441426625472142261248501530299853998909145305024310058533136933803226686426185728
  211        -317.777    -693.060           0.000       4.416             211               0
  170        -949.106     546.397            -nan        -nan             170               0
   52       -1152.690    -152.729            -nan        -nan              52            -nan
   75         575.519    -275.145            -nan        -nan              75            -nan
  145         521.908     460.077           0.000       0.000             145            -nan
    5        -956.375    1194.995            -nan        -nan               5               0
  231        -299.228    1361.017           0.000       0.000             231            -nan
   84         387.235     663.786          -0.000      -0.000              84               0
  167        -401.864   -1961.812           0.000      -0.000             167              -0
  224         858.558    -562.099            -nan        -nan             224               0
   33        -953.172   -2734.344          -0.000       0.000              33            -nan
  134       -2856.638    -502.622          -0.000      -0.000             134              -0
  120        -820.438    -658.659        -317.415     560.316             120              -0
  224       -2411.739    -172.007            -nan        -nan             224              -0
  173         145.356   -1246.951        1095.000      -7.718             173            -nan
  119        -825.618     -20.181           0.000       0.000             119               0
  103         461.066    -412.835           0.000       0.000             103               0
   73         998.963    2493.650            -nan        -nan              73               0
  251       -2449.297   -1465.206           0.000       0.000             251            -nan
  141        1730.019    -139.899           0.000       0.000             141               0
   32        -489.838    -456.584           0.000       0.000              32               0
   93         -44.493   -1738.982           0.000       0.000              93               0
  140       -1033.320     145.573           0.000       0.000             140               0
   75         643.561    -501.815           0.000       0.000              75               0
  153        -856.048    2711.693           0.000       0.000             153               0
  163        -229.026   -2231.085           0.000       0.000             163               0
  220         545.692    2127.958           0.000       0.000             220               0
  101        1558.775      41.029           0.000       0.000             101               0
  234        -939.021     175.191           0.000       0.000             234               0
  118         540.756    -736.051           0.000       0.000             118               0
  130        1466.915    1601.453           0.000       0.000             130               0
  189        -754.849    -891.263           0.000       0.000             189               0
   33        -341.889    1672.431           0.000       0.000              33               0
  182       -1480.787      21.805            -nan        -nan             182               0
    9         157.688    -857.087            -nan        -nan               9            -nan
  179        1593.120    1037.295     266901204249576437740620818354700739461216624206078160195569227016397467173710658877566531096079261796966499292585169587274982633772659196380736461477994383999924487745839186563097784858458394196116043802474589454336.000 667406968641772595877908531949187466975472267871674014672050434427198941090981868123262358930593524677991783262688493146837219272122345183489075467237019662373258060840968600184916333545282560860914901219105824571392.000             179            -nan
  188        -231.970    2574.985            -nan        -nan             188            7373970338904477076444391886520581281061955886102097308375048985501137581739508780010954576930624170325519807236393687623803491902850355339409268486717104803829969814716142347368269159882121074405176414362927104
  240       -1006.978   -2827.944          -0.000      -0.000             240            -nan
    8        -288.343    2132.710            -nan        -nan               8              -0
   99       -1682.307   -2256.332          -0.000      -0.000              99            -nan
  209       -1057.677    1014.053            -nan        -nan             209              -0
   42        -413.792      30.702           0.000       0.000              42            -nan
  234        1075.663   -1063.662            -nan        -nan             234               0
   74       -1108.626    -552.573          -0.000       0.000              74            -nan
   11       -1173.646     683.785           0.000       0.000              11               0
  151        -180.593    -261.821          -0.000       0.000             151               0
  194       -1017.064    -813.922            -nan        -nan             194               0
  114       -1270.300     449.679          -0.000      -0.000             114            -nan
  224          15.699    1129.461            -nan        -nan             224              -0
  189         534.958    -843.639           0.000       0.000             189            -nan
    0        -681.752    1513.122            -nan        -nan              -0               0
    0       -1009.838    1724.023            -nan        -nan              -0            -nan
   26        1446.679     130.228            -nan        -nan              26            -nan
  140        -592.879      31.801       -6069.887       0.000             140            -nan
   76         590.290   -1111.326     -22254346442057662909767690126142901906368866439617364638811799365295825535415060782234993344969935087045480982894167408869142228891078299004802160849724727685685635493683319141939357923342732430164629694332425579200989493163905555970821609576872334372247678790174402564066128423457501846650210788462034944.000 2155879544003470063573679111654274921222965491808237016575675691470763905441496107282553257334785018980981046347668364398189911622589636139882779060020111778088487996689569842790930062689690456831951580384417539702614292573868240142789204728135201033112972349138221886854173916050237045353375734234611712.000              76              -0
  180        -194.331   -1842.774           0.000       0.000             180            -596583289334843281012930013723496259314752906307260236814532213593596854734505606505250206090413530712045513687333125434343446216101430400974688661853919286611785971200034549480354373971459919053794053369865706677448564275141311423115182730459108954889841510729362645620471634691600231546854607683584
   47        -736.987    -963.400      -20640.259      -0.000              47               0
   40       -1699.946    1183.232            -nan        -nan              40              -1
   26         490.041   -2007.359            -nan        -nan              26            -nan
   26        -983.411    3282.540            -nan        -nan              26            -nan
  159        1805.329    1798.674          -0.000      -0.000             159            -nan
  156         688.600   -1267.990            -nan        -nan             156              -0
  216        1494.156    -376.068            -nan        -nan             216            -nan
  193        -787.299    -512.416            -nan        -nan             193            -nan
   83       -1883.647    2033.089          -0.000      -0.000              83            -nan
  225        -271.038    -511.069            -nan        -nan             225              -0
  116        -188.734    -445.525     -136710.340  483350.167             116            -nan
   15         301.390    -594.616       -1844.881    -641.122              15              13
  210        2324.335     874.754       68482.440    6246.058             210              -0
  125        -695.428     -19.331            -nan        -nan             125               0
  115        3977.181    1811.249     -546289.838       0.000             115            -nan
  163        -636.823     286.030     47396613134957676414005557001220172218207839337831224348280848974042500313710221853091680763957697086408597746523324792240053231012636469196067771194354271374564807630002146286074722051011549315665267696070505082650624.000 44029244960243232259941278987413718537161730797534614742461102196645430102951288526273980275549885338643910863408588510984841376840139020146948740105155587973987052357205744989701837818392165229855399663702443103879168.000             163             -15
  167        2129.606    2321.865           0.000      -0.000             167            1284973077539655754862050216722251911500906994661622249652998245385821051651224160601543651010067529586187529745850481257079706195684141229811865259113352241626851981810391964746023003243637302263495385667506012160
   93         774.397     358.028          -0.000       0.000              93               0
  238         431.479    -980.487           0.000       0.000             238              -0
  179        -512.174     441.555           0.000       0.000             179               0
  245       -1576.007    -795.369          -0.000       0.000             245               0
  176         935.699   -1666.385           0.000      -0.000             176               0
   38         159.500      38.127         594.957    -246.439              38              -0
  213        -399.902     697.220        -876.114    -656.893             213              -0
  110        -851.234    -581.296           0.000      -0.000             110              -0
   38        1133.781     305.544       -6562.086       0.000              38              -0
  214       -1269.252   -1367.639           0.000       0.000             214              -0
  136       -1368.221     747.205           0.000       0.000             136               0
  178        -407.636     -22.418           0.000       0.000             178               0
   35        3089.890     830.775           0.000       0.000              35               0
   61       -1073.312   -1785.137           0.000       0.000              61               0
  226        -890.242    2099.278           0.000       0.000             226               0
   75        1751.085     518.060           0.000       0.000              75               0
   87       -1079.581    2148.392           0.000       0.000              87               0
  252         703.478   -1650.005           0.000       0.000             252               0
  235        -728.725     405.058           0.000       0.000             235               0
  244          48.796      39.632           0.000       0.000             244               0
  212       -1098.936    -568.907           0.000       0.000             212               0
  172        -774.951     782.039           0.000       0.000             172               0
   72        1057.740     934.069           0.000       0.000              72               0
  182       -1808.856    1017.973           0.000       0.000             182               0
   33         647.896     536.861          -0.000      -0.000              33               0
   87        1222.101    1895.273          -0.000      -0.000              87              -0
  136        -283.511   -1035.645           0.000       0.000             136              -0
  159       -1116.960    -938.953           0.000       0.000             159               0
  202        1288.105    1112.621           0.000       0.000             202               0
   44       -1413.256    1614.371         -11.382      -4.299              44               0
   71        -378.629    -145.767           0.000      -0.000              71              -0
   40        1338.892    2141.500           0.000       0.000              40              -0
   27       -3311.375    -131.970           0.000       0.000              27               0
  250         -35.851    1182.048          -0.000      -0.000             250               0
   29        -504.580    2026.967          -0.000      -0.000              29              -0
  203        3520.043   -2961.796          -0.000      -0.000             203              -0
   32        -770.143   -1483.502           0.000      -0.000              32              -0
  243        -264.620     668.372           0.000      -0.000             243              -0
   58        -220.436      42.463          -0.913       3.464              58              -0
   70         790.933   -1521.712          70.727      17.716              70               0
  202        -427.151     347.385           0.000      -0.000             202               0
  195        -776.063    -871.822            -nan        -nan             195              -0
  249          24.617   -1128.711            -nan        -nan             249            -nan
  237         429.138    -126.852            -nan        -nan             237            -nan
    0         777.796    -956.046           0.000       0.000              -0            -nan
  220        -393.281    -848.734            -nan        -nan             220               0
   57        1960.150     225.952          12.167      -0.086              57            -nan
   88        -248.756    1954.129          -0.000       0.000              88               0
  217         871.886     489.001          -0.000       0.000             217              -0
   36        -478.263     389.272            -nan        -nan              36              -0
   77          35.918     540.495           0.000       0.000              77            -nan
  174        -775.643    2241.182           0.000       0.000             174               0
  209       -1599.233    1165.501           0.000       0.000             209               0
  149       -1595.664    1685.126           0.000       0.000             149               0
  100       -1979.605    1644.991           0.000       0.000             100               0
  243         855.808    -428.423           0.000       1.792             243               0
  237        -932.639    1850.066         -72.978       0.000             237               0
  237         747.893    1146.842            -nan        -nan             237              -0
  146       -1739.501    1564.997            -nan        -nan             146            -nan
  184        1124.000      -0.255           0.000       0.000             184               0
   26       -1738.998   -1566.277           0.000       0.000              26               0
  217         748.319   -1147.068           0.000       0.000             217               0
  224        -932.065   -1850.621           0.000       0.000             224               0
