SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  221       16937.000       0.000            -nan        -nan             221            -nan
  254        -360.112   -1102.650            -nan        -nan             254            -nan
  104         506.305    -148.704            -nan        -nan             104            -nan
  184        -831.557   -1680.390            -nan        -nan             184            -nan
  110         467.468    -233.290            -nan        -nan             110            -nan
  124         872.306    -652.903            -nan        -nan             124            -nan
   92         500.326     287.260            -nan        -nan              92            -nan
  236        -237.521     435.088            -nan        -nan             236            -nan
  213         447.557    -596.246           0.000      -0.000             213            -nan
  162       -1068.883    -260.833            -nan        -nan             162               0
  247         391.438    -153.024            -nan        -nan             247            -nan
   23        1064.081     489.222         -52.345     -96.588              23            -nan
  176        -748.741     235.755          60.302      -1.880             176               0
  143        1053.819    -268.867         -83.149       0.000             143               0
  182         857.468     403.738           0.000      -0.000             182              -0
   52        -586.276     398.221            -nan        -nan              52              -0
  175         583.309    -841.504           0.000      -0.000             175            -nan
  151          39.017      15.013     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             151              -0
  152         518.855    -178.456            -nan       0.000             152            -476652168926168716574392056059673023561768425375382296852608752644575775323705655674374877176192812492720991496016320536988626664822048973803545861913942107261029055829649656523914737331347052521432583130936486859953881499775184273114398720
  237        -780.558    -204.424           2.925      -1.379             237            -nan
  133         633.863   -1036.043     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             133               0
  188         110.394    -171.549           0.000      -0.000             188            -55011502867776215397831883649760581598823776025189357392472708573919479323231925141161899889881683879903075189475218239275583312126631380726565950458336970709473346228234184571664013454896459867295927550081609651579141873735015011996826363072760376197120
  108        -138.171    -808.891           0.000       0.000             108               0
  186        1059.568    -489.823           0.000      -0.000             186              -0
  154       -1031.593     128.808           0.000       0.000             154               0
  173         625.130    -216.013           0.000      -0.000             173              -0
   57        -404.680     268.941           0.000      -0.000              57               0
  108         663.408     -67.719         -85.909      67.044             108              -0
  207         942.958     164.239           0.000       0.000             207              -0
   90         169.939    -406.070         -75.657     -10.881              90              -0
