SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  189       66623.000       0.000            -nan        -nan             189            -nan
  180        1936.204     388.385            -nan        -nan             180            -nan
  176         507.269    2582.052            -nan        -nan             176            -nan
  212         490.727   -1131.111            -nan        -nan             212            -nan
  107         703.639    -738.964            -nan        -nan             107            -nan
    2        1472.954     539.745            -nan        -nan               2            -nan
   91       -1391.832    -284.789            -nan        -nan              91            -nan
   93       -1420.558    -483.383            -nan        -nan              93            -nan
  111       -1350.236    2239.809           0.000      -0.000             111            -nan
  180         969.455    -744.553            -nan        -nan             180              -0
  242       -1814.841    -870.435            -nan        -nan             242            -nan
  112         592.506    -209.775       -3504.080   -5921.938             112            -nan
  141         487.899    -130.939            -nan        -nan             141              -0
  214         593.662   -1300.102            -nan        -nan             214            -nan
  224       -2519.333     680.973            -nan        -nan             224            -nan
  135       -1500.933   -3128.902            -nan        -nan             135            -nan
  198        -277.931     729.242            -nan        -nan             198            -nan
   31        1369.488     587.899     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000              31            -nan
  197        -823.051     396.723            -nan        -nan             197               0
  223       -1108.122    -758.462          23.935     -11.955             223            -nan
   51        -197.447    -510.061            -nan        -nan              51               0
   71         609.300   -1201.239           0.000       0.000              71            -nan
  173         881.158     381.225            -nan        -nan             173               0
  208       -1820.515   -1549.524     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             208            -nan
  247        2288.480    -151.505           0.000       0.000             247              -0
  110         513.548     320.044        -282.743      -0.000             110               0
  181        -212.298    1046.273         -10.459     -89.835             181              -0
   95         388.063     397.789        -723.849     602.846              95               0
   44        -606.559    -796.394            -nan        -nan              44              -0
   25        3833.131      86.816            -nan        -nan              25            -nan
   38         357.586    2071.116            -nan        -nan              38            -nan
  233         -19.816    1156.451            -nan        -nan             233            -nan
  206         758.256   -2568.120            -nan        -nan             206            -nan
  215        -803.256     -98.131            -nan        -nan             215            -nan
  190        1349.132     518.583          15.000      -0.000             190            -nan
   57       -1233.946     470.197           0.000      -0.000              57               0
  217        1272.326     577.826            -nan        -nan             217               0
   26         530.104     532.543            -nan        -nan              26            -nan
  151        -231.266     608.272           0.000      -0.000             151            -nan
   73        1029.819      16.556           0.000      -0.000              73               0
  206         445.294    -144.969          -0.000      -0.000             206               0
  137         219.746    -417.443          -0.000      -0.000             137               0
  185        1060.154     679.098        -565.487      -0.000             185               0
   92        1022.469    -473.524          -0.000      -0.000              92              -0
   96        2677.520     246.318            -nan        -nan              96               0
  154        -742.626     755.304            -nan        -nan             154            -nan
  227        1617.940    1780.016            -nan        -nan             227            -nan
