SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   77       66261.000       0.000            -nan        -nan              77            -nan
  117         825.591   -1253.393            -nan        -nan             117            -nan
  195         733.330    1572.583            -nan        -nan             195            -nan
  189        -963.841    -790.024            -nan        -nan             189            -nan
  249        1286.450    -806.080            -nan        -nan             249            -nan
  158        -789.215    -378.395            -nan        -nan             158            -nan
   92        -935.317   -1527.808            -nan        -nan              92            -nan
   95        1739.103   -2170.050            -nan        -nan              95            -nan
  246        -568.882     235.274           0.000      -0.000             246            -nan
  249        -667.339   -2867.224            -nan        -nan             249              -0
   99       -1712.483   -1367.710            -nan        -nan              99            -nan
   16         -16.835    1606.332       -3504.080   -5921.938              16            -nan
  204         990.100    -620.884            -nan        -nan             204              -0
  225       -1048.611    -457.276            -nan        -nan             225            -nan
   11        -288.014    -592.153            -nan        -nan              11            -nan
  227       -2594.242     411.099            -nan        -nan             227            -nan
  134         441.143     -33.937            -nan        -nan             134            -nan
  117         180.633    -194.361     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             117            -nan
  198        1465.682   -1684.351            -nan        -nan             198               0
  241         468.361   -1218.336          23.935     -11.955             241            -nan
   40        1816.330    -519.826            -nan        -nan              40               0
  182        1240.251    1557.894           0.000       0.000             182            -nan
  201        1152.150     134.404            -nan        -nan             201               0
  236       -1916.745    -179.350     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             236            -nan
  198          -4.058    -389.924           0.000       0.000             198              -0
  214        1211.066   -2515.978        -282.743      -0.000             214               0
  173        1124.214    -444.846         -10.459     -89.835             173              -0
   20       -3051.732   -2078.956        -723.849     602.846              20               0
  193         360.143     -79.001            -nan        -nan             193              -0
  243        2009.590    -222.495            -nan        -nan             243            -nan
  255          18.058     294.106            -nan        -nan             255            -nan
   14        -290.375     638.255            -nan        -nan              14            -nan
  105        1329.231     170.599            -nan        -nan             105            -nan
  195        2050.154    1764.392            -nan        -nan             195            -nan
  204       -1888.395    -701.060          15.000      -0.000             204            -nan
   99         230.147   -2297.806           0.000      -0.000              99               0
   97         281.028    1176.044            -nan        -nan              97               0
   40          63.739    -669.373            -nan        -nan              40            -nan
  195       -3019.493     164.652           0.000      -0.000             195            -nan
   88         868.451     146.188           0.000      -0.000              88               0
   33          29.113    2780.110          -0.000      -0.000              33               0
   38       -1245.444   -1211.534          -0.000      -0.000              38               0
  104        1229.327   -2035.374        -565.487      -0.000             104               0
  237         148.564    -297.905          -0.000      -0.000             237              -0
    8         303.465    1813.393            -nan        -nan               8               0
  115        2990.349    1733.864            -nan        -nan             115            -nan
  209       -2056.033     728.817            -nan        -nan             209            -nan
  142         393.007    -503.325            -nan        -nan             142            -nan
  233        -983.215      76.627            -nan        -nan             233            -nan
  152       -2427.100    -473.174            -nan        -nan             152            -nan
  128         983.032      -6.943            -nan        -nan             128            -nan
   17       -1419.669     -62.318            -nan        -nan              17            -nan
   78        -124.151    1373.740      -63259.986   49368.564              78            -nan
   74        -588.518     -71.288            -nan        -nan              74              -0
  254       -1090.150    -128.860            -nan        -nan             254            -nan
   21        1212.026      -7.674           0.000      -0.000              21            -nan
   33        -888.977     211.866          -0.000      -0.000              33               0
  171        -883.701    -816.134          -0.000      -0.000             171              -0
   41       -1764.719    -686.212          -0.000      -0.000              41              -0
  226       -1612.486    1300.533           0.000      -0.000             226              -0
  159        1027.024   -1359.213            -nan        -nan             159               0
   41         891.943     133.569            -nan        -nan              41            -nan
  241        -782.676    -167.352            -nan        -nan             241            -nan
    9        -618.580     465.611            -nan        -nan               9            -nan
  236       -1352.503      70.811            -nan        -nan             236            -nan
  189        -517.781     -85.849          -0.000      -0.000             189            -nan
  108         114.290     529.810          -0.000       0.000             108               0
   78        -503.331   -2592.093          -0.000      -0.000              78               0
  230          77.245    -278.658          -0.000       0.000             230               0
   47         130.313   -1419.655           0.000       0.000              47               0
  166        -996.737     326.735           0.000       0.000             166               0
    8        -928.301   -1354.084           0.000       0.000               8               0
   86         625.464   -2117.754           0.000       0.000              86               0
   15       -1004.704     629.262           0.000       0.000              15               0
  246         588.111   -1654.240           0.000       0.000             246               0
   94         949.668    -596.083           0.000       0.000              94               0
  131         351.698    -264.631           0.000      -0.000             131               0
  199        -580.129    -832.864            -nan        -nan             199               0
  237         196.984     278.840            -nan        -nan             237            -nan
  108       -1296.782    -167.567            -nan        -nan             108            -nan
   96        -154.484     420.277            -nan        -nan              96            -nan
  109         -22.129    -248.361       -7475.623     -11.827             109            -nan
  126       -1704.234     626.884     -27436865476509487138493294559624487352115868115535415111925370923169363580678445085662806904918625224035279292582564196252539444442134677938838758553365812995382573252683438812735040413035237058558070969601077905287234444550948150121086680368408307575965297166205014342715691529229389356746910870630563840.000 2657933684387839946246948728238133777884050429864779613668518471603619846395688499235449001362443638054853447546932235927720075916503797226230384892878047733110622219647336220591318655422256648665611660175062739014861019223529714604684605770742777025146285655591999088306138777298852436386940999281147904.000             126               0
  175       -2063.401     286.701          -0.000       0.000             175            -6160346224161075333643587189082010723961601620077718307537687515496448
  184         281.609    1369.669          -0.000       0.000             184              -0
  124        -270.523   -1871.723        1344.162   -8012.329             124              -0
  196         252.373   -1222.326           0.000      -0.000             196               0
  217         955.984     825.390          -0.000      -0.000             217               0
   39         744.105   -1526.286          -0.000      -0.000              39              -0
  238        -438.607   -1965.313           0.000      -0.000             238              -0
  188          92.544    -909.863          -7.442      -3.746             188               0
  199         334.156    -582.798         -37.103      76.019             199               0
   24         152.772    1749.803          -0.000      -0.000              24              -0
  174        1089.712   -1633.493            -nan        -nan             174              -0
  208        -571.671    -676.070            -nan        -nan             208            -nan
    4         738.477    1779.352            -nan        -nan               4            -nan
  108          48.101    1787.464           0.000       0.000             108            -nan
   60        -419.711     150.143            -nan        -nan              60               0
   82        -231.355   -1283.474         -11.052     -10.143              82            -nan
   82       -2389.761    1166.389          -0.000       0.000              82              -0
  108       -4104.733    1949.002           0.000       0.000             108               0
  249       -1356.515     425.121            -nan        -nan             249               0
   90        -268.788    -660.667          -0.000      -0.000              90            -nan
  194       -1131.991    1260.725          -0.000      -0.000             194               0
    8         571.912     954.332          -0.000      -0.000               8               0
   80        2546.755    2032.956           0.000      -0.000              80               0
   33        1265.392   -1328.311           0.000      -0.000              33               0
  139        -409.706    1669.368          -4.348       7.676             139               0
   24         329.121   -1186.349          78.991      42.221              24               0
   14        -760.328    1539.304            -nan        -nan              14               0
  247         674.331    -619.695            -nan        -nan             247            -nan
  120        -401.985   -2077.246            -nan        -nan             120            -nan
  124        1319.022     732.178            -nan        -nan             124            -nan
  117         -74.746    -554.301            -nan        -nan             117            -nan
   40        -452.125    1004.500            -nan        -nan              40            -nan
   52        -214.463     886.189     -836954752800947546098220518682032705639598453512007661090960841716903445896372309391733412985641017996471109174806705879501899668763708950372164309293805789946282613798981730871734010484724790741130100247782141984768.000      -0.106              52            -nan
  241        -253.863    -487.426      -61527.199   51241.952             241            -19269132100862152822652532851887494859872934004327689906945640988600063823866407547428926740966544434388635481239881018721634736115692087096577932372642297638117835700824826120735729036844997618999689630900551680
  236        -198.273    1306.710            -nan        -nan             236              -1
   14         362.817    1083.279            -nan        -nan              14            -nan
   25        2392.744    2003.944           0.000      -0.000              25            -nan
  219         753.047   -1005.911          -0.000      -0.000             219               0
  202          -5.035    2088.131            -nan        -nan             202              -0
  225        -161.405    -536.550     -75325927752085325382051091010052192202902024044054457176748924248381319271032766786779464281150634605693845459558457419570236501045739582949213541760708917435848442879995406257755818829088669567539036406965669864669184.000      -0.000             225            -nan
  243        -681.856   -1326.178           0.000      -0.000             243            -1734221889077593623224430568206293228508891781750739224286459929143295414581368806060585812479790973197445067219916517231714826156313441426625472142261248501530299853998909145305024310058533136933803226686426185728
  120        1231.249   -1760.164           0.000       4.416             120               0
  177        2238.641     298.884            -nan        -nan             177               0
  248        1678.637   -3498.402            -nan        -nan             248            -nan
  228        -274.668     600.716            -nan        -nan             228            -nan
  238          70.980    -573.931           0.000       0.000             238            -nan
   75         431.913     886.784            -nan        -nan              75               0
   55       -2539.048    1595.513           0.000       0.000              55            -nan
   90          59.042     275.090          -0.000      -0.000              90               0
   68        3177.043    -646.688           0.000      -0.000              68              -0
  146       -1393.081    1344.278            -nan        -nan             146               0
   29       -1170.756     519.342          -0.000       0.000              29            -nan
   76        -381.210     -42.509          -0.000      -0.000              76              -0
  226         178.749   -1827.837        -369.593     652.422             226              -0
   62         780.014     350.012            -nan        -nan              62              -0
  216         247.547   -2406.838        1275.000      -8.987             216            -nan
  251       -1436.534    -107.793           0.000       0.000             251               0
   76         -76.711      90.471           0.000       0.000              76               0
  207         274.850    -750.221            -nan        -nan             207               0
  116         391.189   -1343.105           0.000       0.000             116            -nan
  201         694.934    -153.948           0.000       0.000             201               0
   68        1152.379    1407.484           0.000       0.000              68               0
  156       -1452.311   -2355.784           0.000       0.000             156               0
  253       -1937.779   -1914.530           0.000       0.000             253               0
   54         601.116    -344.212           0.000       0.000              54               0
  137        -268.786     121.175           0.000       0.000             137               0
   11       -2019.409    -712.574           0.000       0.000              11               0
   80       -1969.608    -321.237           0.000       0.000              80               0
  100         163.102   -1165.486           0.000       0.000             100               0
  214        -775.264     210.123           0.000       0.000             214               0
   49        2155.389    2524.303           0.000       0.000              49               0
   87         212.935    1281.873           0.000       0.000              87               0
   79       -1036.761    -622.231           0.000       0.000              79               0
  227       -1435.645    1411.390           0.000       0.000             227               0
   80         569.851    1206.219            -nan        -nan              80               0
   51         521.372    3199.790            -nan        -nan              51            -nan
  209        1764.310   -1380.556     310775374811150533439550449669646582256244667017120698429551385232807878470913210130856671013536955868797603765493295528573676201699439789106626701180700827128784323141567231842172421822625478788400760484332656656384.000 777117703213023638479032419900567112350847034160775403848110934457132364111152976264676850998609829922079200711997422014801775573484789755620411861688557154106265724569577931997433337702475629284236870424987797815296.000             209            -nan
