SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  116        8469.000       0.000            -nan        -nan             116            -nan
  234         355.149     144.109            -nan        -nan             234            -nan
  127         205.351     -79.073            -nan        -nan             127            -nan
  134         661.208     438.944            -nan        -nan             134            -nan
  229         214.135     404.943            -nan        -nan             229            -nan
   69         132.413     -92.422     -1525642156829403504138346493725758293283527807665319467117719772397946643813094020964578234345198844493189313476984417604344495548633700120770299737650334112032609793377881312138047032271164095473542416865183997639679016346923509528009631642711954642408388581490716556400438634212259990077440.000 -845735553058090561678195253431814875490892657345015688967643379064512724928822384955665987104586258647259946521659183599428785326469182141006561069902911225451549954005627442259918587246769632749741530482985631728776472072948168212705033917590910462773771422082593922752600705793633434992640.000              69            -nan
   68         234.547    -757.091            -nan        -nan              68            917326872533292329794085712053014250116524013969375694581495092725316950789027418167819743815513295012702842825913203852068999157672003764140113920
  175         430.078     337.385            -nan        -nan             175            -nan
   25        -108.331     486.883           0.000      -0.000              25            -nan
   56        -641.822     178.327       -6236.185      -0.000              56               0
  187        -243.295      72.662            -nan        -nan             187              -1
   83          -7.268    -199.665           0.000      -0.000              83            -nan
  174         333.769    -353.930          -0.000      34.442             174              -0
  192        -288.743     663.787         -83.149       0.000             192              -0
   74         -58.239    -635.342           0.000      -0.000              74              -0
  210         132.570     681.772            -nan        -nan             210              -0
   67        -400.996    -496.007           0.000      -0.000              67            -848615189003803478229778432
  210         468.650     249.890     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             210              -0
   98         -19.837    -170.717            -nan      -0.000              98            -89106680077790827313753843094534367292382210892666670038152937980961686756044733787985576703949614762887571465652878073087818432402063616914006445530870935533743102336791483623458596977255421231179422237216418181968191013136152194489945598643379901978844902531162332123682177162915885350912
  132         267.958    -130.010           0.000       0.078             132            -nan
  126         250.891      29.321     582867568525712122283111080645021811555630738531903665132675021491661101820817814598826946683182814625884620849892182468374583447229256198309313184105747071245607795071371683004389741908577316294005460415365215832909495950261233322023346837182799292699600304879753086776236855217094656.000 1407168414836487309720130814240888359682365252719413587514271753696055409285967455426943093970539116572301111726287751037841534189228901569546610707558934996065719163933801702569903829991028863696258436635114263828433130589783462263760139428515474871626590137367002715109351560772059136.000             126              -0
   28        -139.512    -887.956           0.000       0.000              28            42794764945337657775835415666681809276731822254247787632954676992313183649338514441827518633300420650431753953885807647314875881140591091342410389463183037302212156389417946081955220587500562028496078697843279429915840818428768770807392017251212591297311864646570523659000086528
  161        -533.948      56.397           0.000      -0.000             161               0
  178         -76.765    -640.873           0.000      -0.000             178              -0
   59        -481.680     126.886           0.000      -0.000              59              -0
  246         123.384    1304.961          -0.000       0.000             246               0
   93         -79.719    -100.879           0.000       0.000              93              -0
   31        -304.311    -101.723          -0.000       0.000              31               0
  190        -398.809     112.189           0.000      -0.000             190              -0
   96        -540.131     246.339         -73.559       0.000              96              -0
   89         127.142    -269.964           0.000       0.000              89              -0
   51          99.090    -210.774            -nan        -nan              51               0
   74        -471.000      -0.009           0.000       0.000              74               0
  217          99.086     210.776           0.000       0.000             217               0
  185         127.124     269.958           0.000       0.000             185               0
   48        -540.127    -246.373           0.000       0.000              48               0
   30        -398.800    -112.210           0.000       0.000              30               0
  254        -304.305     101.703           0.000       0.000             254               0
  224         -79.713     100.856           0.000       0.000             224               0
   56         123.441   -1304.958           0.000       0.000              56               0
   55        -481.670    -126.882           0.000       0.000              55               0
  155         -76.784     640.880           0.000       0.000             155               0
  140        -533.933     -56.414           0.000       0.000             140               0
  229        -139.527     887.946           0.000       0.000             229               0
   92         250.911     -29.324           0.000       0.000              92               0
  214         267.963     130.013           0.000       0.000             214               0
  183         -19.834     170.704           0.000       0.000             183               0
  159         468.664    -249.878           0.000       0.000             159               0
  169        -401.013     495.978           0.000       0.000             169               0
   26         132.609    -681.774           0.000       0.000              26               0
   35         -58.259     635.333           0.000       0.000              35               0
   40        -288.700    -663.807           0.000       0.000              40               0
   54         333.768     353.945           0.000       0.000              54               0
  196          -7.271     199.653           0.000       0.000             196               0
  218        -243.284     -72.687           0.000       0.000             218               0
  113        -641.791    -178.366           0.000       0.000             113               0
  187        -108.273    -486.892           0.000       0.000             187               0
   55         430.125    -337.357           0.000       0.000              55               0
  145         234.543     757.101           0.000       0.000             145               0
  122         132.441      92.409           0.000       0.000             122               0
  152         214.193    -404.947           0.000       0.000             152               0
  235         661.269    -438.916           0.000       0.000             235               0
  173         205.403      79.084           0.000       0.000             173               0
  226         355.265    -144.093           0.000       0.000             226               0
