SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  106       67688.000       0.000            -nan        -nan             106            -nan
   88       -1422.215   -1479.499            -nan        -nan              88            -nan
  192         813.211    1411.666            -nan        -nan             192            -nan
  174        -574.426    -244.502            -nan        -nan             174            -nan
  200        2682.119   -1048.464            -nan        -nan             200            -nan
  200         696.924     854.099            -nan        -nan             200            -nan
    9        -325.969     781.743            -nan        -nan               9            -nan
  190       -1161.147    1852.693            -nan        -nan             190            -nan
  122         -99.898      48.035           0.000      -0.000             122            -nan
   85        -881.662    1300.350            -nan        -nan              85              -0
  104       -1021.941     411.330            -nan        -nan             104            -nan
   49         -57.484     932.933       -3504.080   -5921.938              49            -nan
  115         211.170   -1257.587            -nan        -nan             115              -0
  208         967.858    -225.707            -nan        -nan             208            -nan
  205        1303.415   -2716.507            -nan        -nan             205            -nan
  142         436.531    2367.546            -nan        -nan             142            -nan
   26       -1724.430    1534.010            -nan        -nan              26            -nan
  241         863.474    -832.080     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             241            -nan
   45       -1950.040     855.924            -nan        -nan              45               0
  212        -148.514   -2609.621          23.935     -11.955             212            -nan
   16         416.863     332.713            -nan        -nan              16               0
   73        -649.715    -312.161           0.000       0.000              73            -nan
   88       -1461.206    -480.948            -nan        -nan              88               0
  101        -324.345      90.280     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             101            -nan
  169        -832.727    -797.184           0.000       0.000             169              -0
   50       -1104.973     935.021        -282.743      -0.000              50               0
   99        1180.550   -2283.258         -10.459     -89.835              99              -0
  218         679.099     -39.925        -723.849     602.846             218               0
   98        1736.508    -224.495            -nan        -nan              98              -0
  142        1037.877     251.563            -nan        -nan             142            -nan
   77       -1175.620    1082.717            -nan        -nan              77            -nan
  204         154.124     189.671            -nan        -nan             204            -nan
  230         857.883    -189.872            -nan        -nan             230            -nan
   14         196.863     103.892            -nan        -nan              14            -nan
  123       -2522.636     423.990          15.000      -0.000             123            -nan
  175        2378.193    -115.639           0.000      -0.000             175               0
  214        -285.482     -75.979            -nan        -nan             214               0
  133          80.368    1759.562            -nan        -nan             133            -nan
  109        1127.227   -2666.623           0.000      -0.000             109            -nan
   80       -1854.478    -641.443           0.000      -0.000              80               0
  219        -106.364   -2222.950          -0.000      -0.000             219               0
  214       -1205.210     431.866          -0.000      -0.000             214               0
  129        2086.375   -1156.206        -565.487      -0.000             129               0
   78        1046.584   -1226.481          -0.000      -0.000              78              -0
  166       -1647.019     212.411            -nan        -nan             166               0
   79        -131.267    1121.715            -nan        -nan              79            -nan
  221        -749.725    -846.245            -nan        -nan             221            -nan
  193        1415.104    -191.596            -nan        -nan             193            -nan
   64        -496.261    -221.714            -nan        -nan              64            -nan
   10       -1905.426     673.325            -nan        -nan              10            -nan
  150        -461.798    -617.520            -nan        -nan             150            -nan
   81         775.349    -481.592            -nan        -nan              81            -nan
   84        -863.929   -1529.477      -63259.986   49368.564              84            -nan
  238       -1875.334     835.133            -nan        -nan             238              -0
  182        1350.317     246.153            -nan        -nan             182            -nan
  254        -956.694    2445.882           0.000      -0.000             254            -nan
   33         489.825     973.235          -0.000      -0.000              33               0
   25       -1671.221   -1203.142          -0.000      -0.000              25              -0
  217       -1297.807   -1099.298          -0.000      -0.000             217              -0
  131         720.061    1756.964           0.000      -0.000             131              -0
  168         105.097    -649.752            -nan        -nan             168               0
   39       -1649.995    -458.262            -nan        -nan              39            -nan
   80       -1578.927     112.449            -nan        -nan              80            -nan
  142       -1133.584    1071.886            -nan        -nan             142            -nan
   53        -215.228    1566.358            -nan        -nan              53            -nan
  203       -1074.999   -1943.405          -0.000      -0.000             203            -nan
   61         -39.643    -103.366          -0.000       0.000              61               0
   12        -300.455     448.499          -0.000      -0.000              12               0
   81        -868.212   -1360.854          -0.000       0.000              81               0
  171         -20.320    -459.847           0.000       0.000             171               0
   93       -1386.745     201.919           0.000       0.000              93               0
   44         633.953    -234.410           0.000       0.000              44               0
  130       -1541.209    -558.907           0.000       0.000             130               0
  223        -977.904   -1435.125           0.000       0.000             223               0
  123       -2019.429    -395.558           0.000       0.000             123               0
   41         975.155   -2248.649           0.000       0.000              41               0
