SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   54       31647.000       0.000            -nan        -nan              54            -nan
  104        -663.634   -2216.697            -nan        -nan             104            -nan
    9          57.584    -412.368            -nan        -nan               9            -nan
  235        1241.064     657.484            -nan        -nan             235            -nan
   38       -1101.548     378.477            -nan        -nan              38            -nan
   55       -1619.008     403.816            -nan        -nan              55            -nan
  230        -877.321     723.104            -nan        -nan             230            -nan
    4          87.831     408.105            -nan        -nan               4            -nan
    6         118.979     -62.653           0.000      -0.000               6            -nan
   19         437.010      26.566            -nan        -nan              19               0
  128        -991.224      24.381            -nan        -nan             128            -nan
  132         135.165     618.096       -3504.080   -5921.938             132            -nan
   96        -510.747     805.574        3687.512   -2396.983              96               0
  184        -319.058     518.842         -83.149       0.000             184               0
  221        -554.295     -69.910            -nan        -nan             221               0
   51         710.589    -563.866            -nan        -nan              51            -nan
  105         772.386   -1295.816            -nan        -nan             105            -nan
  192        1586.856     915.979     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             192            -nan
  237        1365.864    -417.947            -nan        -nan             237               0
  185        1270.277   -1714.436          23.935     -11.955             185            -nan
   35         223.787     254.548     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000              35               0
  219        -141.947    1240.472           0.000       0.000             219              -0
