SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  232       13623.000       0.000            -nan        -nan             232            -nan
  105         466.557    -192.407            -nan        -nan             105            -nan
  122         150.082     349.282            -nan        -nan             122            -nan
   30       -1035.262    1170.495            -nan        -nan              30            -nan
   71        -311.899    -688.007            -nan        -nan              71            -nan
  111         183.429     401.592            -nan        -nan             111            -nan
    5        -379.859     191.478            -nan        -nan               5            -nan
  111         308.509     -25.126            -nan        -nan             111            -nan
  137         626.058      86.597           0.000      -0.000             137            -nan
   10        -207.795     515.301            -nan        -nan              10               0
  215        -128.333     168.273            -nan        -nan             215            -nan
   26        -169.841     -42.800       -2180.749   -3698.105              26            -nan
  105          59.879    -246.128        2303.005   -1478.745             105               1
  147         779.106    -250.725         -83.149       0.000             147               0
  183        -205.535    -552.726           0.000      -0.000             183               0
   50         -20.430     994.468            -nan        -nan              50               0
   75        -130.310      51.211           0.000       0.000              75            -nan
  159        -321.131    -710.084     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             159               0
  159         460.518    -391.256            -nan       0.000             159            -176036771352660411038693451052468474172293917025800755903765411753680864620939956820452104299223135598328644894720
   87          61.689    -836.388          18.882      -9.411              87            -nan
   88        -228.494     719.791     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000              88               0
   99         853.611      40.936           0.000       0.000              99            -20316801188417459250636089327506918198728251525250574703519612146111680723792777747174856685754737668193760372470552261159813120
  234        -692.329    -928.808           0.000       0.000             234               0
   19          90.083    -246.872           0.000       0.000              19               0
  246         -88.430    -466.689           0.000       0.000             246              -0
   36          69.629    -456.381           0.000      -0.000              36              -0
  126        -606.384    -154.270           0.000       0.000             126               0
   24         822.984    -558.266        -554.501     432.737              24               0
   87         482.247    -885.606           0.000       0.000              87              -0
  135        1594.430      47.087          -6.853     -70.232             135               0
  206        1066.424    -390.924            -nan        -nan             206               0
   64         323.511    1060.051            -nan        -nan              64            -nan
  240        -213.986   -1149.007           0.000      -0.000             240            -nan
   72        -131.072     371.297           0.000      -0.000              72              -0
   94          97.446     123.192          -0.000      -0.000              94              -0
   55          51.121     435.068           0.000      -0.000              55               0
  184        1410.037      41.391           0.000      -0.000             184              -0
   99        -126.977     -45.157          -0.000      -0.000              99              -0
  167         362.435      67.058           0.000      -0.000             167              -0
   65         447.941      20.869           0.000      -0.000              65              -0
  110        -768.571    -224.301          -0.000      -0.000             110              -0
  127         152.238    -388.041          -0.000      -0.000             127              -0
   91        -443.065    -178.049           0.000      -0.000              91              -0
  215           8.871    -117.087          -0.000      -0.000             215              -0
   18         719.369    -174.076           0.000      -0.000              18              -0
   19        -464.405     703.901           0.000      -0.000              19              -0
   10         207.375     975.821           0.000      -0.000              10              -0
   94        -682.985    1350.947          -0.000      -0.000              94              -0
  178         428.315     -66.795          -0.000      -0.000             178              -0
  169        -474.734    -481.232          -0.000      -0.000             169              -0
  182         124.013     319.681          -0.000      -0.000             182              -0
   11         171.506    -144.032          -0.000      -0.000              11              -0
   13         548.485      -2.472          -0.000      -0.000              13              -0
  160         778.485    -284.055           0.000      -0.000             160              -0
   31        1381.409   -1067.261          -0.000      -0.000              31              -0
    3         -67.781     171.480           0.000      -0.000               3              -0
  197         -49.066      45.003           0.000      -0.000             197              -0
  157         176.545     301.585          -0.000      -0.000             157              -0
   28        -501.551    -244.565          -0.000      -0.000              28              -0
   28         855.580     981.363          -0.000      -0.000              28              -0
   36        -407.600    -191.506     -4019498648994490801874365320022458368.000      -0.000              36              -0
  235        -217.197    -302.715          -0.000      -0.000             235               0
   92       -1052.611     193.720          -0.000      -0.000              92               0
   21        1483.647    1008.775          -0.000      -0.000              21               0
   52         721.000      -0.009           0.000       0.000              52               0
  187        1483.674   -1008.690           0.000       0.000             187               0
   77       -1052.651    -193.807           0.000       0.000              77               0
  236        -217.222     302.683           0.000       0.000             236               0
   31        -407.592     191.427           0.000       0.000              31               0
  245         855.669    -981.310           0.000       0.000             245               0
   45        -501.575     244.523           0.000       0.000              45               0
  141         176.590    -301.580           0.000       0.000             141               0
  116         -49.041     -45.006           0.000       0.000             116               0
  137         -67.716    -171.468           0.000       0.000             137               0
  100        1381.349    1067.371           0.000       0.000             100               0
  135         778.440     284.075           0.000       0.000             135               0
  156         548.450       2.477           0.000       0.000             156               0
  111         171.457     144.005           0.000       0.000             111               0
  229         124.003    -319.702           0.000       0.000             229               0
