SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
  201       15501.000       0.000            -nan        -nan             201            -nan
   13        -229.756     591.658            -nan        -nan              13            -nan
  150         514.883     -97.911            -nan        -nan             150            -nan
   11         655.046     124.168            -nan        -nan              11            -nan
  176         291.370    -258.601            -nan        -nan             176            -nan
  108        -700.736    -236.761            -nan        -nan             108            -nan
  165         205.662     314.957            -nan        -nan             165            -nan
  163         348.240    -300.758            -nan        -nan             163            -nan
  183        -106.663      50.902           0.000      -0.000             183            -nan
  192        -398.393     967.069            -nan        -nan             192               0
  103        -897.085     614.338            -nan        -nan             103            -nan
  199        -998.303     659.964         -27.687     -52.924             199            -nan
   27        -301.760     185.414          33.074      15.230              27               0
  135         335.687     287.897         -83.149       0.000             135               0
   15        1034.849    -184.224           0.000      -0.000              15              -0
   78        -304.884      15.683            -nan        -nan              78              -0
   33        -670.928     403.191           0.000      -0.000              33            -nan
  233         484.035    -133.722     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             233              -0
   42          -0.437    -245.828            -nan       0.000              42            -999612049367852576301419449149655400708609776812833734609042150826077376371659963208826622419807109104734812757853618646786772387384889649510053811404547518126681606491261436478440839223909133889427384578209715291326002495016527248730407504445440
  118        -638.592     417.081           2.128      -0.978             118            -nan
  241        -295.035      99.825     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             241               0
   19         547.373    -415.139           0.000      -0.000              19            -115367483262162625673993930459862703221136479538777911234338925731212383901674478273637960677865153112106493939758332880933268094192989253353479236135602294797313446989233776642834329144963020603619389053508747844028500538787134202439168400970765568462542602240
  173        -644.513     -74.415           0.000       0.000             173               0
   45        -214.689    -927.216           0.000      -0.000              45              -0
    8        1131.452     471.552           0.000       0.000               8               0
  125        -180.334    -780.496           0.000      -0.000             125              -0
   77         102.181     182.079           0.000      -0.000              77               0
   26         952.266    -931.289         -62.479      48.759              26              -0
   90        -122.572     614.854           0.000       0.000              90              -0
   75         590.962     401.354         -79.097      -7.913              75              -0
  238          92.317     429.524            -nan        -nan             238               0
   36         551.266    -466.185            -nan        -nan              36            -nan
   88         827.985     215.019           0.000      -0.000              88            -nan
  133         -99.501     258.908           0.000      -0.000             133              -0
   47        -555.845    1054.134          -0.000      -0.000              47              -0
    9        -304.058    -146.609           0.000      -0.000               9              -0
  242         416.625    -839.892           0.000      -0.000             242              -0
  213        -662.949     509.007          -0.000      -0.000             213              -0
  173         165.203     770.797           0.000      -0.000             173              -0
  169          25.710    -635.913           0.000      -0.000             169              -0
  149        -267.341    -917.957          -0.000      -0.000             149              -0
   20         138.987    -830.853          -0.000      -0.000              20              -0
  112          96.818      49.424           0.000      -0.000             112              -0
  177         509.623      16.222          -0.000      -0.000             177              -0
  156         527.039     395.507          -0.000      -0.000             156              -0
  128          -0.429    1862.970           0.000      -0.000             128              -0
    0        1121.408    -306.932           0.000      -0.000              -0              -0
  189        -263.168     128.713           0.000      -0.000             189              -0
  105        -149.059    -780.799           0.000      -0.000             105              -0
   42        -179.936     875.879           0.000      -0.000              42              -0
   51        -650.993     700.856          -0.000      -0.000              51              -0
   91         613.070     213.350          -0.000      -0.000              91              -0
   62         539.464     255.636          -0.000      -0.000              62              -0
  224        -761.664    -530.231          -0.000      -0.000             224              -0
  136         651.578     181.352           0.000       0.000             136              -0
   70        -284.509     614.317           0.000       0.000              70              -0
   94         -81.464    1225.403           0.000       0.000              94               0
  213        -136.602     139.841          -0.000       0.000             213               0
   96        1257.157     818.211           0.000       0.000              96              -0
  185        -261.302     279.392           0.000       0.000             185               0
   33        1688.863    -418.743     -4019498648994490801874365320022458368.000      -0.000              33               0
   79         350.570    -478.216           0.000       0.000              79            -55781749344542425088
  221        -189.305     232.269          -0.000       0.000             221               0
  122         132.888     420.211           0.000      -0.000             122              -0
  213        -469.000      -0.050           0.000       0.000             213               0
   12         132.940    -420.246           0.000       0.000              12               0
  132        -189.257    -232.305           0.000       0.000             132               0
  199         350.580     478.215           0.000       0.000             199               0
  226        1688.825     418.815           0.000       0.000             226               0
   50        -261.299    -279.496           0.000       0.000              50               0
  112        1257.201    -818.161           0.000       0.000             112               0
  120        -136.640    -139.902           0.000       0.000             120               0
   71         -81.386   -1225.443           0.000       0.000              71               0
  224        -284.460    -614.332           0.000       0.000             224               0
   41         651.577    -181.282           0.000       0.000              41               0
  227        -761.714     530.152           0.000       0.000             227               0
   97         539.501    -255.630           0.000       0.000              97               0
   41         613.058    -213.335           0.000       0.000              41               0
  160        -650.958    -700.935           0.000       0.000             160               0
  203        -179.853    -875.873           0.000       0.000             203               0
   84        -149.108     780.794           0.000       0.000              84               0
  212        -263.115    -128.765           0.000       0.000             212               0
   38        1121.403     306.970           0.000       0.000              38               0
  147          -0.277   -1862.991           0.000       0.000             147               0
  181         527.075    -395.418           0.000       0.000             181               0
  174         509.606     -16.142           0.000       0.000             174               0
  218          96.798     -49.376           0.000       0.000             218               0
   19         138.895     830.890           0.000       0.000              19               0
  132        -267.431     917.915           0.000       0.000             132               0
   59          25.656     635.850           0.000       0.000              59               0
  204         165.253    -770.835           0.000       0.000             204               0
  166        -662.901    -509.059           0.000       0.000             166               0
  139         416.565     839.914           0.000       0.000             139               0
  170        -304.075     146.521           0.000       0.000             170               0
   33        -555.729   -1054.215           0.000       0.000              33               0
   96         -99.422    -258.913           0.000       0.000              96               0
  182         828.044    -214.942           0.000       0.000             182               0
  165         551.233     466.217           0.000       0.000             165               0
   39          92.361    -429.542           0.000       0.000              39               0
  153         590.999    -401.307           0.000       0.000             153               0
  216        -122.510    -614.833           0.000       0.000             216               0
  151         952.190     931.386           0.000       0.000             151               0
   17         102.174    -182.073           0.000       0.000              17               0
   31        -180.392     780.468           0.000       0.000              31               0
  120        1131.476    -471.466           0.000       0.000             120               0
   58        -214.812     927.189           0.000       0.000              58               0
    2        -644.520      74.327           0.000       0.000               2               0
  218         547.338     415.145           0.000       0.000             218               0
  100        -295.048     -99.898           0.000       0.000             100               0
  163        -638.544    -417.158           0.000       0.000             163               0
  165          -0.425     245.810           0.000       0.000             165               0
  185         484.028     133.723           0.000       0.000             185               0
  119        -670.886    -403.280           0.000       0.000             119               0
  203        -304.829     -15.728           0.000       0.000             203               0
   77        1034.862     184.275           0.000       0.000              77               0
   45         335.688    -287.911           0.000       0.000              45               0
  122        -301.772    -185.481           0.000       0.000             122               0
   39        -998.242    -660.082           0.000       0.000              39               0
   64        -896.978    -614.429           0.000       0.000              64               0
  255        -398.231    -967.085           0.000       0.000             255               0
   99        -106.569     -50.876           0.000       0.000              99               0
   13         348.297     300.795           0.000       0.000              13               0
  165         205.753    -314.934           0.000       0.000             165               0
  238        -700.654     236.713           0.000       0.000             238               0
  183         291.494     258.616           0.000       0.000             183               0
  199         655.209    -124.127           0.000       0.000             199               0
   78         515.064      97.938           0.000       0.000              78               0
  110        -229.309    -591.679           0.000       0.000             110               0
