SINAL     NFT                         FFT                         NFT INVERSA     FFT INVERSA
-----     -----------------------     -----------------------     -----------     -----------
   80       32512.000       0.000            -nan        -nan              80            -nan
  239         180.417    -775.380            -nan        -nan             239            -nan
  222        -276.146   -1489.753            -nan        -nan             222            -nan
   36          12.620     -90.874            -nan        -nan              36            -nan
  170         784.024     299.648            -nan        -nan             170            -nan
  209        -142.611    -731.122            -nan        -nan             209            -nan
  181         124.263   -1338.551            -nan        -nan             181            -nan
  167        1299.401     584.419            -nan        -nan             167            -nan
   88        -511.654    -883.246           0.000      -0.000              88            -nan
  101        -402.518    -494.889            -nan        -nan             101               0
  183         285.017     769.493            -nan        -nan             183            -nan
   75        1119.344     721.770       -3504.080   -5921.938              75            -nan
  159         702.209    -765.576        3687.512   -2396.983             159               0
  119        1181.360    1279.154         -83.149       0.000             119               0
  229        -818.464     239.524            -nan        -nan             229               0
   91       -1389.895    -287.380            -nan        -nan              91            -nan
   49         193.524     472.955            -nan        -nan              49            -nan
  244        -434.088     313.136     -304854060850104909311224385471569580799332494188497236369050973015295143396050254276073635226219883822530516463061109206935754444482262987670598203037314787283552783881483988447903966906862636317325353083942465448004157011075167827479889711562992243978924204274279705153039988602102545483992495334359040.000 29532596493198199841820628790321597610205031878176457073500762265088500302956324189992073345392417290054973509048884648189807010289868083410057746294159584240884267713891795425806251216568431584753877051521404992127836664126610023610719006921618542209189363332457582724731908295061308550385612466683904.000             244            -nan
  223        -742.622    -788.846            -nan        -nan             223               0
   63          27.041    -905.279          23.935     -11.955              63            -nan
  220        -249.222    -397.344     -29680244476962599353798882699696099123530433505147682796408870897661847563979061288922260978149202747810651742087340758513005595389015623322054428968768883250256413961040224892163058480157365516131716052583835303422928889275807932258298561403615013112475392825320684796172196758803605094400.000 -71654531540065393575560901402531653024925657064213791536455032993958979587971287174841508576492610920582920518012518180906533174226922780068378774341181396246881626012217682910010383229771116623392376521450797082214476654062210237046350630861723944924505616465161778630561701074748177383424.000             220               0
   11       -1263.085    -672.524           0.000       0.000              11               0
  172         179.130     161.261            -nan        -nan             172               0
  247         239.053    -865.853     -9846526503540559970905025283741184372292516446046893308491906768188973022255312660185879512870077467639170042399883052860182500067741156266575248940520552827599359066837255599674851327660099752302398907016602976256.000       0.000             247            -nan
  109        -124.235     275.646           0.000       0.000             109            -61338906
  101          24.566     354.578        -216.770      -0.000             101              -0
